transaction_date,json_block_ticker,ticker_raw,ticker_symbol,owner,asset_description,asset_type,transaction_type,amount,comment,senator,ptr_link
2020-11-30,AIV,"<a href=""https://finance.yahoo.com/q?s=AIV"" target=""_blank"">AIV</a>",AIV,Self,Apartment Investment and Management Company,Stock,Purchase,"$1,001 - $15,000",Shares acquired through special dividend issued by AIV in the form of stock.,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/e7497c89-fd35-45a2-9293-9a2ba89acff6/
2020-12-15,AIV,"<a href=""https://finance.yahoo.com/q?s=AIV"" target=""_blank"">AIV</a>                                                                                                                            <br>                                            <a href=""https://finance.yahoo.com/q?s=AIRC"" target=""_blank"">AIRC</a>",AIV,Self,Apartment Investment and Management Company (Exchanged) <br> Apartment Income REIT Corp. (Received),Stock,Exchange,"$15,001 - $50,000",Exchange of stock due to partial corporate spin-off and renaming.,Patrick J Toomey,https://efdsearch.senate.gov/search/view/ptr/e7497c89-fd35-45a2-9293-9a2ba89acff6/
