transaction_date,json_block_ticker,ticker_raw,ticker_symbol,owner,asset_description,asset_type,transaction_type,amount,comment,senator,ptr_link
2019-12-17,BP,"<a href=""https://finance.yahoo.com/q?s=BP"" target=""_blank"">BP</a>",BP,Spouse,BP p.l.c.,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/79a6c9ae-2a6a-4194-86d8-ab66885bdb3b/
2020-03-04,BP,"<a href=""https://finance.yahoo.com/q?s=BP"" target=""_blank"">BP</a>",BP,Spouse,"BP PLC <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 11/20/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BP for $30,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
2020-04-07,BP,"<a href=""https://finance.yahoo.com/q?s=BP"" target=""_blank"">BP</a>",BP,Spouse,"BP p.l.c. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 11/20/2020 </div>",Stock Option,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/
2020-04-14,BP,"<a href=""https://finance.yahoo.com/q?s=BP"" target=""_blank"">BP</a>",BP,Self,BP p.l.c.,Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/
2020-04-16,BP,"<a href=""https://finance.yahoo.com/q?s=BP"" target=""_blank"">BP</a>",BP,Joint,BP p.l.c.,Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/bc6c5872-1fdd-4e99-857e-08b4ec2c85c8/
