transaction_date,json_block_ticker,ticker_raw,ticker_symbol,owner,asset_description,asset_type,transaction_type,amount,comment,senator,ptr_link
2020-02-20,AIZ,"<a href=""https://finance.yahoo.com/q?s=AIZ"" target=""_blank"">AIZ</a>",AIZ,Spouse,"Assurant, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $125.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIZ for $125,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
2020-03-09,AIZ,"<a href=""https://finance.yahoo.com/q?s=AIZ"" target=""_blank"">AIZ</a>",AIZ,Spouse,"Assurant, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $100.00 <br> <em>Expires:</em> 01/15/2021 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of AIZ for $100,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
2020-03-18,AIZ,"<a href=""https://finance.yahoo.com/q?s=AIZ"" target=""_blank"">AIZ</a>",AIZ,Spouse,"Assurant, Inc.",Stock,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/
2020-03-20,AIZ,"<a href=""https://finance.yahoo.com/q?s=AIZ"" target=""_blank"">AIZ</a>",AIZ,Spouse,"Assurant, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/
2020-04-07,AIZ,"<a href=""https://finance.yahoo.com/q?s=AIZ"" target=""_blank"">AIZ</a>",AIZ,Spouse,"Assurant, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $100.00 <br> <em>Expires:</em> 01/15/2021 </div>",Stock Option,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/
