transaction_date,json_block_ticker,ticker_raw,ticker_symbol,owner,asset_description,asset_type,transaction_type,amount,comment,senator,ptr_link
2014-10-02,A,"<a href=""https://finance.yahoo.com/q?s=A"" target=""_blank"">A</a>",A,Self,Agilent Technologies Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/ef223527-51b4-4cff-966f-fc2f989d36e8/
2015-02-24,A,"<a href=""https://finance.yahoo.com/q?s=A"" target=""_blank"">A</a>",A,Self,Agilent Technologies Inc. (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/b852990f-aa23-40ed-bcb2-95441817ba41/
2015-08-24,A,"<a href=""https://finance.yahoo.com/q?s=A"" target=""_blank"">A</a>",A,Self,Agilent Technologies Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/
2016-09-13,A,"<a href=""https://finance.yahoo.com/q?s=A"" target=""_blank"">A</a>",A,Self,"Agilent Technologies, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/d0462379-3075-4e9f-8951-8895b17827ac/
