ticker,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
BRSP,-0.153326,-0.331295,0.545917,0.758681,-0.369395,-0.386010,0.054138,0.685333,-0.770840,0.262672,-1.264920,0.519720,0.639393,-0.229479,0.147838,0.558643,0.032101,0.237093,0.700853,0.117487,-0.284982,0.358451,0.263629,0.695974,0.145967,-0.262089,1.217351,0.393411,0.354322,-0.327623,-0.826381,-0.873145
BRTX,-0.194004,-0.277928,0.577521,0.722430,-0.342764,-0.413520,-0.012139,0.687429,-0.712071,0.361985,-1.246409,0.538836,0.711979,-0.286071,0.098613,0.603879,-0.114017,0.186556,0.724735,0.138578,-0.347036,0.368489,0.183820,0.669877,0.025839,-0.244923,1.272538,0.526357,0.323599,-0.317975,-0.862072,-0.841374
BRT,-0.148856,-0.326000,0.565046,0.733435,-0.347685,-0.383018,0.048527,0.666453,-0.776073,0.306706,-1.284500,0.525802,0.637719,-0.251094,0.159936,0.584597,0.000350,0.224961,0.690654,0.110269,-0.295041,0.358835,0.248104,0.685921,0.125332,-0.280283,1.221561,0.418591,0.356827,-0.327266,-0.813861,-0.905153
BRW,-0.147765,-0.343014,0.558817,0.729975,-0.338670,-0.371127,0.048352,0.664522,-0.782035,0.309721,-1.292993,0.519945,0.618160,-0.257834,0.174269,0.586847,0.005035,0.228627,0.686612,0.102638,-0.291433,0.358618,0.250752,0.684029,0.140599,-0.291163,1.215377,0.409603,0.355978,-0.338339,-0.801337,-0.917960
BRX,-0.168617,-0.329286,0.536394,0.772564,-0.384495,-0.386845,0.049211,0.696684,-0.756228,0.257413,-1.248195,0.514229,0.655973,-0.231229,0.140368,0.553897,0.027743,0.244554,0.713555,0.123431,-0.293493,0.359392,0.257818,0.693689,0.138287,-0.243397,1.229882,0.396674,0.344038,-0.320005,-0.839043,-0.855628
BRY,-0.137128,-0.303739,0.575370,0.735628,-0.354565,-0.400282,0.056845,0.662634,-0.783060,0.276560,-1.282216,0.542354,0.639815,-0.229322,0.144085,0.573339,0.018084,0.219317,0.683652,0.120493,-0.285057,0.358639,0.261849,0.690635,0.126761,-0.277090,1.214148,0.416949,0.366289,-0.319507,-0.821167,-0.889817
BRZE,-0.143483,-0.305688,0.569391,0.742855,-0.362260,-0.400960,0.057498,0.673840,-0.777527,0.272492,-1.269759,0.539413,0.651889,-0.227308,0.138281,0.567197,0.016693,0.221651,0.692085,0.126265,-0.287046,0.358876,0.261118,0.688680,0.123330,-0.268632,1.217339,0.412930,0.363538,-0.316147,-0.827369,-0.880906
BR,-0.151263,-0.338464,0.549053,0.751303,-0.360852,-0.380826,0.053671,0.684578,-0.775608,0.275174,-1.270922,0.518974,0.631932,-0.236948,0.156000,0.561239,0.026589,0.232476,0.696404,0.114800,-0.284238,0.358430,0.260408,0.692664,0.148523,-0.275724,1.211839,0.393362,0.357726,-0.334525,-0.816040,-0.886932
BSAC,-0.157558,-0.325827,0.547798,0.757463,-0.372508,-0.388043,0.050294,0.688028,-0.767798,0.266957,-1.259915,0.520180,0.648374,-0.233241,0.143830,0.561775,0.025201,0.240844,0.703865,0.119032,-0.289624,0.359361,0.258380,0.692584,0.137399,-0.256335,1.223170,0.398208,0.353077,-0.323589,-0.828134,-0.870840
BSBK,-0.238784,-0.267422,0.552802,0.748703,-0.393150,-0.417291,-0.038338,0.728306,-0.670991,0.367595,-1.192992,0.515508,0.778307,-0.304965,0.066597,0.607311,-0.135300,0.245992,0.759699,0.136603,-0.378653,0.371749,0.153793,0.666115,-0.006745,-0.180543,1.310668,0.526203,0.308315,-0.289024,-0.885207,-0.791275
BSBR,-0.155000,-0.326001,0.551872,0.752314,-0.365857,-0.386372,0.051740,0.679961,-0.770574,0.276341,-1.268096,0.523057,0.644149,-0.237594,0.150527,0.569356,0.019363,0.236671,0.700341,0.116577,-0.290766,0.359109,0.257984,0.690654,0.134756,-0.262241,1.223438,0.404336,0.353106,-0.323823,-0.825035,-0.880233
BSET,-0.154323,-0.307407,0.568287,0.744245,-0.364978,-0.397327,0.050055,0.676793,-0.767615,0.289919,-1.268900,0.534480,0.660693,-0.238155,0.138725,0.576654,0.000672,0.225208,0.698600,0.122807,-0.298295,0.359423,0.249632,0.685194,0.111950,-0.261770,1.230657,0.422974,0.356619,-0.314214,-0.833309,-0.880660
BSLKW,-0.253294,-0.191397,0.587869,0.708566,-0.376229,-0.482017,-0.094849,0.736374,-0.606056,0.415829,-1.142277,0.572599,0.863661,-0.342700,-0.021081,0.618246,-0.231021,0.149192,0.788722,0.179706,-0.397085,0.357094,0.059830,0.661152,-0.119243,-0.143509,1.337528,0.635503,0.276176,-0.279964,-0.937187,-0.691296
BSLK,-0.199592,-0.214059,0.610005,0.719873,-0.351982,-0.459216,-0.019830,0.703899,-0.694920,0.352224,-1.202361,0.577807,0.784846,-0.266472,0.049208,0.580576,-0.145299,0.133808,0.742109,0.175916,-0.348457,0.356905,0.155041,0.662662,-0.026131,-0.230451,1.283853,0.563452,0.322387,-0.289170,-0.894906,-0.788179
BSL,-0.175314,-0.328634,0.539313,0.762835,-0.379699,-0.382251,0.039649,0.695454,-0.747630,0.287570,-1.251970,0.506554,0.665195,-0.247625,0.145488,0.571985,0.002030,0.246998,0.717582,0.116428,-0.307541,0.360456,0.239111,0.690546,0.120172,-0.240028,1.245208,0.412251,0.336368,-0.318552,-0.836775,-0.865143
BSM,-0.144954,-0.339237,0.553676,0.741232,-0.349882,-0.377900,0.053542,0.674253,-0.782668,0.285618,-1.281980,0.519351,0.623458,-0.242338,0.163443,0.570531,0.023236,0.232547,0.690098,0.107653,-0.283305,0.358602,0.260213,0.692730,0.148308,-0.283139,1.210146,0.397104,0.360174,-0.337487,-0.807237,-0.900065
BSRR,-0.144965,-0.327326,0.555615,0.746199,-0.360970,-0.387761,0.056353,0.677336,-0.778234,0.271394,-1.274973,0.525946,0.634939,-0.231215,0.149324,0.566046,0.026730,0.231218,0.693502,0.115849,-0.284559,0.357693,0.263746,0.693872,0.142621,-0.272011,1.213572,0.399396,0.358809,-0.328074,-0.819610,-0.884167
BSTZ,-0.162721,-0.329278,0.542544,0.762943,-0.375385,-0.384534,0.049742,0.689086,-0.763059,0.266794,-1.257916,0.517697,0.649279,-0.235288,0.145968,0.561746,0.024787,0.243078,0.707706,0.118379,-0.292090,0.359228,0.258011,0.691701,0.137668,-0.251268,1.227495,0.398307,0.347896,-0.322522,-0.831623,-0.867325
BST,-0.172618,-0.327485,0.534994,0.773292,-0.386463,-0.386052,0.046401,0.697591,-0.752211,0.261984,-1.243375,0.512564,0.661450,-0.235259,0.140254,0.556137,0.023536,0.247245,0.716831,0.124288,-0.296656,0.359008,0.253913,0.691928,0.133169,-0.237156,1.235073,0.399339,0.341464,-0.317905,-0.841018,-0.853192
BSVN,-0.160251,-0.314729,0.561054,0.743069,-0.362790,-0.390169,0.042902,0.676850,-0.765468,0.297366,-1.266781,0.527370,0.658276,-0.248567,0.145130,0.581403,-0.004806,0.234980,0.701004,0.117593,-0.302898,0.360411,0.245304,0.684347,0.113640,-0.260310,1.235066,0.422158,0.350918,-0.316249,-0.827242,-0.884666
BSX,-0.145880,-0.340288,0.552079,0.745968,-0.354149,-0.380163,0.055542,0.679170,-0.780720,0.277354,-1.278225,0.521563,0.624299,-0.238230,0.160367,0.563665,0.027774,0.231462,0.691628,0.112039,-0.281269,0.358675,0.262852,0.692721,0.151407,-0.282406,1.207339,0.392942,0.360241,-0.337176,-0.811032,-0.896091
BSY,-0.158853,-0.325830,0.550124,0.758811,-0.370175,-0.387387,0.050963,0.686706,-0.766570,0.272417,-1.261769,0.521591,0.649462,-0.234091,0.147094,0.561533,0.020395,0.232472,0.704368,0.122021,-0.290415,0.360058,0.257239,0.691579,0.133941,-0.260740,1.225397,0.402700,0.352981,-0.322915,-0.829864,-0.875314
BTAI,-0.165211,-0.259724,0.594088,0.734883,-0.359466,-0.428799,0.031281,0.673294,-0.752491,0.303133,-1.246329,0.566113,0.704164,-0.241463,0.102409,0.580268,-0.046530,0.185094,0.704052,0.147523,-0.312762,0.358249,0.225445,0.671514,0.060496,-0.253930,1.246494,0.478408,0.351233,-0.296726,-0.858331,-0.848031
BTA,-0.168897,-0.327255,0.553347,0.745362,-0.363653,-0.381284,0.036747,0.682778,-0.754729,0.314624,-1.268582,0.510588,0.659829,-0.260042,0.153042,0.587146,-0.016321,0.240124,0.708923,0.109952,-0.311077,0.361117,0.233136,0.686241,0.111619,-0.255950,1.243327,0.427661,0.341635,-0.319064,-0.826459,-0.887878
BTBD,-0.209287,-0.260019,0.593932,0.711268,-0.338227,-0.419377,-0.033398,0.678108,-0.707258,0.399572,-1.234001,0.555429,0.742407,-0.316535,0.087310,0.619447,-0.151496,0.174075,0.725391,0.138453,-0.360389,0.360134,0.150805,0.655385,-0.006870,-0.237597,1.279145,0.557952,0.320064,-0.301527,-0.865222,-0.829705
BTBT,-0.125532,-0.290269,0.581846,0.732648,-0.355987,-0.413544,0.067490,0.661872,-0.790803,0.254030,-1.277604,0.559225,0.642704,-0.211586,0.129192,0.562225,0.028751,0.201973,0.678393,0.133722,-0.274282,0.355184,0.275871,0.683214,0.127417,-0.282774,1.199702,0.416245,0.374681,-0.315981,-0.827863,-0.880692
BTCS,-0.153034,-0.269500,0.590099,0.734662,-0.358089,-0.422304,0.041131,0.665600,-0.766048,0.290793,-1.254830,0.564170,0.685740,-0.236006,0.111101,0.576051,-0.022216,0.186654,0.695746,0.144163,-0.300193,0.354177,0.239444,0.673250,0.080953,-0.262538,1.229348,0.461937,0.357600,-0.300740,-0.846125,-0.854982
BTCT,-0.168671,-0.266613,0.585247,0.739782,-0.370566,-0.421755,0.033790,0.681373,-0.750623,0.300372,-1.245397,0.553088,0.705447,-0.239225,0.106077,0.581181,-0.042602,0.201150,0.709399,0.146244,-0.315900,0.361446,0.226255,0.674299,0.065050,-0.245055,1.252819,0.467229,0.348791,-0.293983,-0.856438,-0.852714
BTDR,-0.127209,-0.272995,0.581742,0.740227,-0.369703,-0.425303,0.061805,0.669028,-0.783363,0.241927,-1.264358,0.557803,0.664256,-0.196577,0.109086,0.559603,0.028842,0.212218,0.687755,0.138288,-0.278105,0.357718,0.275033,0.693257,0.115931,-0.264207,1.212758,0.418284,0.374186,-0.305510,-0.841099,-0.857217
BTE,-0.151318,-0.297819,0.557191,0.759527,-0.383392,-0.408513,0.053892,0.683695,-0.768325,0.245060,-1.250553,0.535785,0.665593,-0.213067,0.119569,0.557867,0.032012,0.236053,0.702406,0.129637,-0.287696,0.358532,0.266236,0.694400,0.125606,-0.244392,1.224785,0.404832,0.358359,-0.308590,-0.844761,-0.848704
BTG,-0.148184,-0.311544,0.553667,0.757322,-0.374864,-0.400204,0.055880,0.685342,-0.772278,0.248599,-1.257362,0.529620,0.651399,-0.215664,0.130952,0.554056,0.032821,0.230022,0.700244,0.127959,-0.282738,0.358917,0.267752,0.696120,0.136770,-0.258453,1.216933,0.399512,0.358208,-0.318457,-0.833173,-0.861695
BTMD,-0.144396,-0.285839,0.572625,0.745883,-0.372871,-0.415272,0.056760,0.675420,-0.772832,0.260162,-1.256716,0.548018,0.669939,-0.218319,0.119726,0.564276,0.019336,0.223438,0.695064,0.134006,-0.287711,0.355823,0.262481,0.684666,0.112486,-0.255849,1.220308,0.418540,0.366559,-0.308029,-0.840830,-0.860953
BTMWW,-0.156954,-0.107955,0.656182,0.710990,-0.388916,-0.548460,-0.014809,0.685492,-0.757383,0.227592,-1.142875,0.655331,0.819333,-0.200749,-0.048968,0.569381,-0.071814,0.195282,0.715944,0.209162,-0.311749,0.368809,0.239230,0.644927,-0.033802,-0.204135,1.250560,0.526053,0.384269,-0.233285,-0.889842,-0.727414
BTM,-0.135943,-0.248695,0.603598,0.704850,-0.352489,-0.444138,0.028328,0.670943,-0.769909,0.290705,-1.252848,0.574893,0.690384,-0.233724,0.082327,0.589670,-0.036154,0.202905,0.686577,0.138136,-0.303245,0.359521,0.242677,0.672711,0.065207,-0.264309,1.222725,0.469991,0.368337,-0.307876,-0.837942,-0.848472
BTOC,-0.219294,-0.239248,0.579967,0.732189,-0.368689,-0.436611,-0.029198,0.707720,-0.670762,0.363808,-1.199734,0.536571,0.785006,-0.280247,0.053842,0.592305,-0.148758,0.172348,0.754791,0.157548,-0.364623,0.359325,0.139243,0.681429,-0.022256,-0.195189,1.303658,0.557677,0.301963,-0.282225,-0.897788,-0.777786
BTOG,-0.179287,-0.227587,0.608980,0.731921,-0.374807,-0.453558,0.018523,0.688611,-0.734937,0.314865,-1.220847,0.584516,0.751855,-0.244809,0.071188,0.583452,-0.078284,0.175597,0.717841,0.169502,-0.327704,0.359747,0.203742,0.661364,0.020215,-0.232582,1.263494,0.506477,0.349468,-0.274545,-0.879907,-0.817935
BTO,-0.153017,-0.326261,0.552717,0.747662,-0.364410,-0.387165,0.050420,0.680740,-0.772614,0.279803,-1.268373,0.522223,0.643697,-0.238488,0.148717,0.570972,0.019209,0.238570,0.697683,0.113986,-0.290585,0.357048,0.256184,0.691130,0.135776,-0.264658,1.220943,0.402423,0.356168,-0.326197,-0.821504,-0.881120
BTQ,-0.136787,-0.230872,0.595211,0.748120,-0.393358,-0.455127,0.057869,0.675757,-0.768037,0.229091,-1.233083,0.579235,0.712231,-0.186452,0.071447,0.559035,0.012538,0.203665,0.698848,0.162690,-0.291384,0.357550,0.269427,0.679363,0.077899,-0.235492,1.231926,0.442582,0.369971,-0.276769,-0.872796,-0.821470
PNRG,-0.168656,-0.275294,0.576012,0.737084,-0.373432,-0.419643,0.026185,0.687778,-0.749420,0.298001,-1.241442,0.541229,0.704684,-0.244742,0.102883,0.583105,-0.036054,0.227388,0.712056,0.133080,-0.314062,0.362050,0.227417,0.682902,0.072163,-0.238530,1.249739,0.452924,0.350628,-0.296739,-0.846598,-0.850243
PNTG,-0.157549,-0.310076,0.554247,0.757740,-0.376612,-0.397866,0.051553,0.685612,-0.764412,0.264644,-1.255313,0.527368,0.661672,-0.226844,0.132743,0.563035,0.017694,0.233219,0.705994,0.126783,-0.293945,0.359909,0.257474,0.691739,0.124063,-0.250404,1.230163,0.409770,0.352299,-0.314167,-0.838183,-0.862758
POAI,-0.154358,-0.246254,0.610433,0.718647,-0.342000,-0.437386,0.032305,0.658854,-0.761467,0.314823,-1.257045,0.578570,0.700767,-0.240223,0.101380,0.587371,-0.057422,0.165142,0.693455,0.150195,-0.310720,0.355778,0.222870,0.666022,0.052963,-0.267789,1.237021,0.497835,0.356074,-0.297193,-0.851005,-0.853870
POAS,-0.216543,-0.143728,0.598745,0.728402,-0.425879,-0.508005,-0.058502,0.723900,-0.642912,0.313356,-1.126318,0.586300,0.876777,-0.239343,-0.053935,0.614744,-0.155416,0.220802,0.778321,0.182278,-0.385436,0.368647,0.136160,0.683615,-0.093006,-0.096133,1.348594,0.569186,0.294499,-0.222403,-0.952036,-0.654492
POCI,-0.262896,-0.222579,0.554920,0.770392,-0.431391,-0.447215,-0.045429,0.756119,-0.635886,0.337656,-1.133773,0.529850,0.849085,-0.288965,0.015429,0.585682,-0.144503,0.248160,0.790493,0.169069,-0.390966,0.371712,0.136997,0.669020,-0.050982,-0.121112,1.341390,0.539697,0.294630,-0.251370,-0.929920,-0.718789
PODC,-0.166708,-0.243002,0.602512,0.717132,-0.359002,-0.436676,0.015410,0.669779,-0.739755,0.329919,-1.248617,0.564636,0.724836,-0.256245,0.084702,0.603704,-0.085824,0.192691,0.709833,0.143309,-0.331034,0.364526,0.204592,0.672337,0.026368,-0.239804,1.262513,0.508552,0.342478,-0.287433,-0.863368,-0.845422
PODD,-0.149563,-0.330648,0.550089,0.755967,-0.366659,-0.388072,0.055997,0.686146,-0.777062,0.262955,-1.265972,0.524154,0.637602,-0.228723,0.148325,0.555847,0.033261,0.231704,0.696595,0.119859,-0.280113,0.358503,0.265460,0.694245,0.147925,-0.272054,1.211426,0.391003,0.361169,-0.329954,-0.821881,-0.878894
POET,-0.112914,-0.282844,0.607895,0.692862,-0.317669,-0.407683,0.063343,0.622516,-0.804230,0.304304,-1.309155,0.574778,0.624066,-0.243991,0.147254,0.600499,-0.007454,0.180585,0.656549,0.121278,-0.285788,0.351051,0.262378,0.662585,0.108739,-0.308380,1.192990,0.457042,0.372191,-0.320612,-0.807007,-0.917867
POLA,-0.176901,-0.258833,0.605145,0.713131,-0.334754,-0.421550,0.009008,0.654198,-0.740270,0.360793,-1.261195,0.569232,0.709410,-0.277185,0.111391,0.614165,-0.098484,0.173971,0.701562,0.138765,-0.336818,0.359002,0.194024,0.657294,0.029586,-0.256199,1.258176,0.522482,0.337729,-0.296348,-0.854118,-0.859881
POLE,-0.221861,-0.348755,0.564769,0.673191,-0.256104,-0.331659,-0.066755,0.617490,-0.714745,0.514134,-1.297729,0.518208,0.645952,-0.422752,0.176657,0.665018,-0.199367,0.149931,0.703011,0.087944,-0.378237,0.347435,0.114743,0.626284,0.017725,-0.305653,1.256019,0.601205,0.294750,-0.355598,-0.805694,-0.911008
POM,-0.219452,-0.209119,0.591234,0.734726,-0.386277,-0.459326,-0.025550,0.720082,-0.661180,0.350810,-1.177457,0.555379,0.826141,-0.263626,0.026612,0.591078,-0.162541,0.174324,0.769579,0.171434,-0.374453,0.363658,0.133538,0.683439,-0.051627,-0.169817,1.320057,0.563631,0.298208,-0.258808,-0.921408,-0.751060
PONY,-0.127622,-0.272891,0.589928,0.730112,-0.363332,-0.424542,0.056237,0.664356,-0.784964,0.263119,-1.271410,0.560731,0.663989,-0.209916,0.112430,0.575480,0.010228,0.207784,0.684607,0.136000,-0.286445,0.360014,0.266899,0.686298,0.107037,-0.271455,1.217355,0.431266,0.371495,-0.308464,-0.836687,-0.868685
POR,-0.161782,-0.333339,0.541565,0.763878,-0.374615,-0.383723,0.050408,0.691015,-0.764537,0.267621,-1.257929,0.515192,0.646901,-0.234599,0.147786,0.558928,0.026496,0.241650,0.707192,0.118256,-0.290236,0.359080,0.257925,0.695116,0.141249,-0.254648,1.225209,0.395021,0.349327,-0.325456,-0.829295,-0.869088
POST,-0.154458,-0.335672,0.545353,0.759467,-0.368759,-0.383491,0.054626,0.687667,-0.771096,0.265040,-1.264801,0.518906,0.637458,-0.232509,0.151057,0.556623,0.031888,0.235649,0.700830,0.118180,-0.283990,0.358529,0.262843,0.694326,0.147928,-0.266254,1.215116,0.391715,0.355148,-0.329940,-0.824042,-0.877376
POWI,-0.128365,-0.329008,0.565445,0.733556,-0.344139,-0.387451,0.064272,0.663262,-0.793312,0.272466,-1.291989,0.535850,0.615279,-0.227756,0.157054,0.567397,0.034645,0.220363,0.678583,0.112225,-0.273007,0.356051,0.272588,0.692228,0.152854,-0.293646,1.194480,0.396988,0.370590,-0.337070,-0.807924,-0.899563
POWL,-0.135181,-0.297750,0.566887,0.742867,-0.366782,-0.406893,0.058416,0.671815,-0.778699,0.253228,-1.270316,0.539608,0.649335,-0.211491,0.126466,0.564866,0.028604,0.224028,0.691834,0.125069,-0.283197,0.357962,0.269346,0.695601,0.128827,-0.263513,1.214531,0.410317,0.363165,-0.316201,-0.832009,-0.866439
POWWP,-0.235204,-0.283595,0.555646,0.738002,-0.376536,-0.402998,-0.038335,0.714313,-0.680135,0.391277,-1.215876,0.511431,0.758350,-0.321604,0.088660,0.619642,-0.145144,0.240764,0.751953,0.126142,-0.377914,0.370062,0.150376,0.664153,-0.000311,-0.199390,1.306407,0.531280,0.308606,-0.298026,-0.871629,-0.819321
POWW,-0.133894,-0.303808,0.573235,0.736348,-0.359779,-0.403053,0.060090,0.668180,-0.782914,0.272512,-1.279011,0.541077,0.644736,-0.222568,0.136973,0.572470,0.020049,0.219655,0.686475,0.121404,-0.284789,0.357629,0.265012,0.691144,0.126824,-0.274831,1.213320,0.413165,0.367109,-0.319850,-0.826547,-0.884002
PPBT,-0.212221,-0.259169,0.583686,0.713738,-0.353474,-0.419133,-0.026402,0.692300,-0.695833,0.380372,-1.216194,0.546929,0.752789,-0.308187,0.083031,0.609164,-0.139574,0.184617,0.737688,0.148183,-0.361497,0.358681,0.151792,0.662489,-0.005733,-0.219699,1.288312,0.541708,0.314686,-0.289506,-0.869343,-0.820980
PPCB,-0.256867,-0.192050,0.555190,0.712337,-0.404056,-0.481200,-0.093127,0.784323,-0.601058,0.328907,-1.086904,0.541201,0.858470,-0.301450,-0.035007,0.580365,-0.177510,0.195347,0.815264,0.205464,-0.395954,0.368785,0.117111,0.641533,-0.096242,-0.117871,1.328324,0.586707,0.268591,-0.275936,-0.929713,-0.664304
PPC,-0.164211,-0.326540,0.542839,0.766784,-0.379983,-0.389768,0.050047,0.697037,-0.758909,0.263533,-1.252563,0.515675,0.656561,-0.229241,0.139577,0.554699,0.021646,0.235630,0.711041,0.124367,-0.291909,0.360015,0.255289,0.695299,0.134333,-0.251532,1.228645,0.399833,0.348078,-0.321742,-0.836721,-0.862658
PPG,-0.139604,-0.342319,0.554159,0.742265,-0.350297,-0.379221,0.058048,0.674943,-0.789488,0.274262,-1.284004,0.524895,0.615640,-0.235616,0.162503,0.564203,0.036125,0.231676,0.685310,0.107772,-0.275463,0.357303,0.268569,0.693661,0.159499,-0.289862,1.199640,0.386159,0.366292,-0.340695,-0.805420,-0.899327
PPIH,-0.157123,-0.273438,0.576749,0.745776,-0.377570,-0.420377,0.041071,0.676834,-0.760763,0.274502,-1.248446,0.549273,0.690289,-0.227213,0.106503,0.576112,-0.006221,0.226896,0.703242,0.135360,-0.304568,0.360950,0.247195,0.683358,0.088565,-0.239418,1.239055,0.440141,0.356724,-0.297051,-0.852128,-0.847310
PPSI,-0.166385,-0.264651,0.580647,0.742930,-0.377291,-0.426098,0.034593,0.682567,-0.749359,0.289437,-1.238107,0.552453,0.709608,-0.236061,0.099881,0.579614,-0.027599,0.223007,0.709919,0.140880,-0.313384,0.360673,0.232974,0.678494,0.068369,-0.233387,1.249903,0.454785,0.354033,-0.290648,-0.856689,-0.840476
PPTA,-0.109233,-0.301208,0.588939,0.707251,-0.328204,-0.400794,0.067099,0.638407,-0.808666,0.275700,-1.302704,0.557242,0.612723,-0.226357,0.149624,0.580783,0.022684,0.200780,0.662090,0.117424,-0.272022,0.353625,0.276994,0.681428,0.137181,-0.309085,1.185307,0.419522,0.377078,-0.329148,-0.799764,-0.913932
PPT,-0.188014,-0.319670,0.533324,0.775496,-0.393463,-0.386435,0.037674,0.703094,-0.736405,0.277646,-1.232970,0.507952,0.683279,-0.246181,0.135982,0.564554,0.001247,0.252762,0.728277,0.126122,-0.312871,0.360927,0.237887,0.686718,0.111057,-0.220114,1.254641,0.415384,0.330413,-0.308118,-0.850253,-0.845936
PRAA,-0.150299,-0.305426,0.560743,0.752259,-0.373139,-0.400571,0.053723,0.678852,-0.768016,0.269175,-1.261168,0.532147,0.660564,-0.224512,0.132864,0.567337,0.017406,0.229032,0.701476,0.126737,-0.292071,0.359350,0.258217,0.692153,0.120986,-0.254829,1.227603,0.413345,0.356583,-0.313504,-0.837097,-0.866457
PRAX,-0.129287,-0.287057,0.576630,0.737508,-0.363724,-0.414086,0.061409,0.662788,-0.786889,0.252601,-1.273690,0.552020,0.650081,-0.207630,0.121864,0.569151,0.030355,0.220057,0.684526,0.128033,-0.280726,0.357918,0.273239,0.691569,0.124030,-0.266562,1.211330,0.413879,0.370797,-0.311129,-0.834359,-0.868140
PRCH,-0.133915,-0.299140,0.569607,0.745662,-0.365128,-0.407787,0.062384,0.672697,-0.783873,0.250741,-1.269407,0.545061,0.646849,-0.209680,0.129200,0.558753,0.032818,0.216100,0.689005,0.131116,-0.277144,0.358220,0.273652,0.693100,0.132280,-0.272040,1.209719,0.406095,0.370224,-0.317504,-0.831864,-0.871820
PRCT,-0.139588,-0.312564,0.565055,0.746426,-0.362383,-0.399560,0.062453,0.677113,-0.779269,0.262342,-1.272595,0.537515,0.642892,-0.219692,0.139994,0.558913,0.027282,0.217419,0.691191,0.127426,-0.279945,0.358515,0.267936,0.692157,0.134995,-0.275229,1.210128,0.403961,0.365813,-0.323817,-0.827357,-0.881457
PRDO,-0.158942,-0.319001,0.548409,0.762233,-0.377907,-0.393655,0.050952,0.689900,-0.764521,0.262268,-1.254432,0.521866,0.656760,-0.226544,0.135563,0.558444,0.023537,0.236692,0.706974,0.124580,-0.291032,0.359605,0.258717,0.694653,0.132148,-0.252386,1.226869,0.402270,0.352021,-0.319136,-0.836003,-0.862007
PRE,-0.163693,-0.231113,0.585634,0.745328,-0.395506,-0.452734,0.025143,0.688685,-0.741766,0.261648,-1.217857,0.561726,0.736361,-0.215088,0.057159,0.576344,-0.029055,0.229734,0.716227,0.151794,-0.317985,0.363619,0.237555,0.683517,0.050033,-0.211371,1.256717,0.467415,0.351904,-0.278121,-0.875937,-0.799319
PRFX,-0.185731,-0.269670,0.591688,0.722951,-0.344699,-0.414744,0.007382,0.667722,-0.722943,0.367362,-1.256210,0.552648,0.716421,-0.276916,0.116275,0.609141,-0.104977,0.171689,0.714912,0.140494,-0.343427,0.357852,0.181763,0.666010,0.027532,-0.245860,1.272028,0.522904,0.325026,-0.297574,-0.864510,-0.854193
PRGO,-0.158248,-0.322471,0.549345,0.760584,-0.373523,-0.390941,0.052960,0.689207,-0.763435,0.269007,-1.258891,0.520236,0.654746,-0.229243,0.142159,0.558697,0.019414,0.230296,0.707008,0.125464,-0.290651,0.359448,0.256466,0.693885,0.130770,-0.257018,1.226902,0.404669,0.351508,-0.321865,-0.834213,-0.870276
PRGS,-0.129842,-0.336988,0.568144,0.724979,-0.333288,-0.379416,0.062429,0.661365,-0.794350,0.291535,-1.297988,0.533306,0.607021,-0.243664,0.172117,0.572379,0.021862,0.212862,0.675155,0.110498,-0.275861,0.356080,0.265931,0.684548,0.151037,-0.306196,1.193763,0.402767,0.368755,-0.342321,-0.796973,-0.921313
PRG,-0.132943,-0.335270,0.560090,0.738563,-0.348551,-0.384424,0.062345,0.670999,-0.792217,0.270415,-1.286786,0.530109,0.616268,-0.228449,0.157855,0.563325,0.037089,0.226062,0.681941,0.111091,-0.273466,0.357605,0.271532,0.694951,0.156615,-0.291686,1.197020,0.388986,0.369451,-0.338495,-0.806533,-0.899310
PRH,-0.155867,-0.343982,0.547626,0.745577,-0.355062,-0.373382,0.048886,0.678533,-0.775551,0.294032,-1.276837,0.514587,0.628993,-0.251359,0.166591,0.574571,0.017292,0.239523,0.696750,0.106949,-0.290523,0.358740,0.253205,0.689585,0.143727,-0.275199,1.220599,0.398356,0.353767,-0.334953,-0.810851,-0.899595
PRLB,-0.141019,-0.328647,0.558607,0.743436,-0.354396,-0.385862,0.056119,0.671944,-0.784729,0.273068,-1.280522,0.529047,0.627351,-0.231242,0.152550,0.567363,0.028456,0.229522,0.689404,0.114078,-0.281014,0.359085,0.266647,0.693123,0.146465,-0.280478,1.208406,0.398229,0.362886,-0.331366,-0.815087,-0.890183
PRLD,-0.123166,-0.232331,0.609528,0.716812,-0.358789,-0.448033,0.050516,0.647807,-0.778517,0.265300,-1.268001,0.578956,0.688689,-0.200567,0.084041,0.587310,-0.015979,0.193970,0.685075,0.145176,-0.297270,0.360961,0.257533,0.685739,0.070378,-0.256839,1.230341,0.466615,0.365618,-0.287210,-0.851566,-0.849666
PRMB,-0.162364,-0.316423,0.552632,0.758501,-0.373484,-0.392494,0.047433,0.687569,-0.759966,0.277605,-1.256223,0.522167,0.662475,-0.235727,0.139357,0.566025,0.007996,0.231690,0.708797,0.124949,-0.297494,0.360998,0.249658,0.691151,0.120418,-0.252754,1.234879,0.413869,0.348951,-0.316548,-0.835860,-0.868693
