run_date,date,as_of_close_date,ticker,status,best_horizon,best_pred_prob,best_pred_std,best_adj_prob,close
2026-04-23,2026-04-23,2026-02-18,AMPGW,buy_candidate,1m,0.25432777404785156,0.028947429731488228,0.25432777404785156,0.0771
2026-04-23,2026-04-23,2026-04-22,ALVO,buy_candidate,1m,0.23275722563266754,0.034438684582710266,0.23275722563266754,3.5
2026-04-23,2026-04-23,2026-04-22,AIN,buy_candidate,1m,0.22422195971012115,0.027594048529863358,0.22422195971012115,55.73
2026-04-23,2026-04-23,2026-04-22,PRA,buy_candidate,1m,0.22287122905254364,0.03415225073695183,0.22287122905254364,24.565
2026-04-23,2026-04-23,2026-04-22,ANVS,buy_candidate,1m,0.2224460393190384,0.03266891837120056,0.2224460393190384,1.84
2026-04-23,2026-04-23,2026-04-22,ARAI,buy_candidate,6m,0.22147409617900848,0.028159847483038902,0.22147409617900848,0.8601
2026-04-23,2026-04-23,2026-04-22,BTO,buy_candidate,6m,0.2144773155450821,0.02354789525270462,0.2144773155450821,36.77
2026-04-23,2026-04-23,2026-04-22,APLE,buy_candidate,1m,0.2118941843509674,0.024960355833172798,0.2118941843509674,12.96
2026-04-23,2026-04-23,2026-04-22,BRAG,buy_candidate,1m,0.21142582595348358,0.025752931833267212,0.21142582595348358,2.03
2026-04-23,2026-04-23,2026-04-22,AKAM,buy_candidate,1m,0.21095764636993408,0.020695719867944717,0.21095764636993408,97.11
2026-04-23,2026-04-23,2026-04-22,AMST,buy_candidate,1d,0.20828574895858765,0.055883053690195084,0.20828574895858765,1.08
2026-04-23,2026-04-23,2026-04-22,APAM,buy_candidate,1m,0.20565415918827057,0.019183410331606865,0.20565415918827057,38.455
2026-04-23,2026-04-23,2026-04-22,ALVOW,buy_candidate,6m,0.20468492805957794,0.034849993884563446,0.20468492805957794,0.25
2026-04-23,2026-04-23,2026-04-22,PPIH,buy_candidate,1d,0.20468080043792725,0.03853292018175125,0.20468080043792725,29.88
2026-04-23,2026-04-23,2026-04-22,PRAX,buy_candidate,1m,0.20445460081100464,0.04072635620832443,0.20445460081100464,337.29
2026-04-23,2026-04-23,2026-04-22,AQST,buy_candidate,6m,0.2010747492313385,0.04232211038470268,0.2010747492313385,4.15
2026-04-23,2026-04-23,,AGNCZ,insufficient_window,,,,,
2026-04-23,2026-04-23,,AGRZ,insufficient_window,,,,,
2026-04-23,2026-04-23,,AHMA,insufficient_window,,,,,
2026-04-23,2026-04-23,,AIIA,insufficient_window,,,,,
2026-04-23,2026-04-23,,ALIS,insufficient_window,,,,,
2026-04-23,2026-04-23,,ALISR,insufficient_window,,,,,
2026-04-23,2026-04-23,,ALISU,insufficient_window,,,,,
2026-04-23,2026-04-23,,AMBQ,insufficient_window,,,,,
2026-04-23,2026-04-23,,APAC,insufficient_window,,,,,
2026-04-23,2026-04-23,,APACR,insufficient_window,,,,,
2026-04-23,2026-04-23,,APACU,insufficient_window,,,,,
2026-04-23,2026-04-23,,APAD,insufficient_window,,,,,
2026-04-23,2026-04-23,,APADR,insufficient_window,,,,,
2026-04-23,2026-04-23,,APADU,insufficient_window,,,,,
2026-04-23,2026-04-23,,APXT,insufficient_window,,,,,
2026-04-23,2026-04-23,,APXTW,insufficient_window,,,,,
2026-04-23,2026-04-23,,BPACU,insufficient_window,,,,,
2026-04-23,2026-04-23,,BRBI,insufficient_window,,,,,
2026-04-23,2026-04-23,,BRCB,insufficient_window,,,,,
2026-04-23,2026-04-23,,BRKRP,insufficient_window,,,,,
2026-04-23,2026-04-23,,BRR,insufficient_window,,,,,
2026-04-23,2026-04-23,,BRRWU,insufficient_window,,,,,
