run_date,date,as_of_close_date,decision,reason,ticker,horizon,adj_prob,pred_prob,pred_std
2026-04-14,2026-04-14,2026-04-13,BUY,Best adjusted probability above threshold 0.2,BOTJ,1m,0.2542587220668793,0.2542587220668793,0.04009750857949257
