run_date,date,as_of_close_date,ticker,status,best_horizon,best_pred_prob,best_pred_std,best_adj_prob,close
2026-04-15,2026-04-15,2026-04-14,ANNA,buy_candidate,1d,0.21344594657421112,0.05201322212815285,0.21344594657421112,4.2
2026-04-15,2026-04-15,2026-04-14,AGYS,buy_candidate,1m,0.21339650452136993,0.03679962456226349,0.21339650452136993,65.17
2026-04-15,2026-04-15,2026-04-14,AKAM,buy_candidate,1d,0.21242357790470123,0.04376211017370224,0.21242357790470123,88.84
2026-04-15,2026-04-15,2026-04-14,AMR,buy_candidate,1m,0.2111162543296814,0.032026782631874084,0.2111162543296814,186.86
2026-04-15,2026-04-15,2026-04-14,AIFF,buy_candidate,6m,0.21047884225845337,0.027300363406538963,0.21047884225845337,1.56
2026-04-15,2026-04-15,2026-04-14,APA,buy_candidate,1m,0.20883212983608246,0.03235933184623718,0.20883212983608246,37.03
2026-04-15,2026-04-15,2026-04-14,AON,buy_candidate,1m,0.2081366330385208,0.041519977152347565,0.2081366330385208,323.02
2026-04-15,2026-04-15,2026-04-14,BNRG,buy_candidate,6m,0.20716041326522827,0.022067174315452576,0.20716041326522827,0.5101
2026-04-15,2026-04-15,2026-04-14,BNZIW,buy_candidate,6m,0.20484568178653717,0.034571800380945206,0.20484568178653717,0.019
2026-04-15,2026-04-15,2026-04-14,ALNY,buy_candidate,1d,0.20368322730064392,0.035070259124040604,0.20368322730064392,339.41
2026-04-15,2026-04-15,2026-04-14,AM,buy_candidate,1d,0.20292121171951294,0.0524773970246315,0.20292121171951294,21.25
2026-04-15,2026-04-15,2026-04-14,BRZE,buy_candidate,6m,0.2021401822566986,0.04038558900356293,0.2021401822566986,20.51
2026-04-15,2026-04-15,2026-04-14,ARAY,buy_candidate,6m,0.20204561948776245,0.02685418911278248,0.20204561948776245,0.4004
2026-04-15,2026-04-15,,AGNCZ,insufficient_window,,,,,
2026-04-15,2026-04-15,,AGRZ,insufficient_window,,,,,
2026-04-15,2026-04-15,,AHMA,insufficient_window,,,,,
2026-04-15,2026-04-15,,AIIA,insufficient_window,,,,,
2026-04-15,2026-04-15,,ALIS,insufficient_window,,,,,
2026-04-15,2026-04-15,,ALISR,insufficient_window,,,,,
2026-04-15,2026-04-15,,ALISU,insufficient_window,,,,,
2026-04-15,2026-04-15,,AMBQ,insufficient_window,,,,,
2026-04-15,2026-04-15,,APAC,insufficient_window,,,,,
2026-04-15,2026-04-15,,APACR,insufficient_window,,,,,
2026-04-15,2026-04-15,,APACU,insufficient_window,,,,,
2026-04-15,2026-04-15,,APAD,insufficient_window,,,,,
2026-04-15,2026-04-15,,APADR,insufficient_window,,,,,
2026-04-15,2026-04-15,,APADU,insufficient_window,,,,,
2026-04-15,2026-04-15,,APXT,insufficient_window,,,,,
2026-04-15,2026-04-15,,APXTU,insufficient_window,,,,,
2026-04-15,2026-04-15,,APXTW,insufficient_window,,,,,
2026-04-15,2026-04-15,,BPACU,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRBI,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRCB,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRKRP,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRR,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRRWU,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRRWW,insufficient_window,,,,,
2026-04-15,2026-04-15,,BSAA,insufficient_window,,,,,
2026-04-15,2026-04-15,,BRK/A,missing_processed,,,,,
2026-04-15,2026-04-15,,BRK/B,missing_processed,,,,,
2026-04-15,2026-04-15,2026-04-14,ALLO,no_buy,6m,0.1997518092393875,0.03247223421931267,0.1997518092393875,2.28
2026-04-15,2026-04-15,2026-04-14,BOXL,no_buy,1m,0.1985960453748703,0.034738846123218536,0.1985960453748703,1.14
2026-04-15,2026-04-15,2026-04-14,BOX,no_buy,6m,0.19534093141555786,0.05025990679860115,0.19534093141555786,22.32
2026-04-15,2026-04-15,2026-04-14,AMAT,no_buy,1m,0.19446340203285217,0.031101498752832413,0.19446340203285217,395.64
2026-04-15,2026-04-15,2026-04-14,APYX,no_buy,6m,0.1928832232952118,0.02829778380692005,0.1928832232952118,3.84
2026-04-15,2026-04-15,2026-04-14,BTAI,no_buy,6m,0.1916486769914627,0.03705601021647453,0.1916486769914627,1.06
2026-04-15,2026-04-15,2026-04-14,AMBO,no_buy,6m,0.18972888588905334,0.022138405591249466,0.18972888588905334,2.3268
2026-04-15,2026-04-15,2026-04-14,AIRT,no_buy,6m,0.1891753226518631,0.03644746169447899,0.1891753226518631,22.4
2026-04-15,2026-04-15,2026-04-14,ANNAW,no_buy,1d,0.18897327780723572,0.03812474012374878,0.18897327780723572,0.409
2026-04-15,2026-04-15,2026-04-14,ARLP,no_buy,6m,0.1877560168504715,0.044777341187000275,0.1877560168504715,25.65
2026-04-15,2026-04-15,2026-04-14,AIRG,no_buy,1m,0.18453997373580933,0.02829541638493538,0.18453997373580933,6.04
2026-04-15,2026-04-15,2026-04-14,BRSL,no_buy,6m,0.18230944871902466,0.02532668597996235,0.18230944871902466,12.59
2026-04-15,2026-04-15,2026-04-14,ANY,no_buy,1m,0.18181836605072021,0.026213161647319794,0.18181836605072021,1.48
2026-04-15,2026-04-15,2026-04-14,ANTA,no_buy,6m,0.18181686103343964,0.03538036346435547,0.18181686103343964,8.865
2026-04-15,2026-04-15,2026-02-20,BTA,no_buy,6m,0.18057239055633545,0.0348379872739315,0.18057239055633545,9.72
2026-04-15,2026-04-15,2026-04-14,AIXI,no_buy,1m,0.18048904836177826,0.03177934139966965,0.18048904836177826,1.08
2026-04-15,2026-04-15,2026-04-14,AIG,no_buy,1m,0.17909365892410278,0.024982118979096413,0.17909365892410278,77.02
2026-04-15,2026-04-15,2026-04-14,APGE,no_buy,6m,0.17903606593608856,0.03792982175946236,0.17903606593608856,88.47
2026-04-15,2026-04-15,2026-04-14,AR,no_buy,6m,0.17797651886940002,0.034227967262268066,0.17797651886940002,36.11
2026-04-15,2026-04-15,2026-04-14,AGRO,no_buy,1m,0.17745846509933472,0.028297504410147667,0.17745846509933472,13.56
2026-04-15,2026-04-15,2026-04-14,AACG,no_buy,1m,0.17636822164058685,0.025757823139429092,0.17636822164058685,0.95
2026-04-15,2026-04-15,2026-04-14,AOUT,no_buy,6m,0.174418106675148,0.029691752046346664,0.174418106675148,9.5
2026-04-15,2026-04-15,2026-04-14,AIRJW,no_buy,6m,0.17379188537597656,0.031744424253702164,0.17379188537597656,0.621
2026-04-15,2026-04-15,2026-04-14,BRLT,no_buy,1m,0.17310480773448944,0.030504442751407623,0.17310480773448944,1.3
2026-04-15,2026-04-15,2026-04-14,BRNS,no_buy,1m,0.17277002334594727,0.030046997591853142,0.17277002334594727,0.601
2026-04-15,2026-04-15,2026-04-14,AMBR,no_buy,1d,0.1724591851234436,0.03171201050281525,0.1724591851234436,2.16
2026-04-15,2026-04-15,2026-04-14,BSLK,no_buy,1d,0.1724092811346054,0.041973985731601715,0.1724092811346054,0.0806
