run_date,date,as_of_close_date,ticker,status,best_horizon,best_pred_prob,best_pred_std,best_adj_prob,close
2026-04-14,2026-04-14,2026-04-13,BOTJ,buy_candidate,1m,0.2542587220668793,0.04009750857949257,0.2542587220668793,21.75
2026-04-14,2026-04-14,2026-02-18,AMPGW,buy_candidate,1m,0.2365753948688507,0.028522418811917305,0.2365753948688507,0.0771
2026-04-14,2026-04-14,2026-04-13,BRLS,buy_candidate,6m,0.23224279284477234,0.041132908314466476,0.23224279284477234,1.11
2026-04-14,2026-04-14,2026-04-13,AJG,buy_candidate,1m,0.2247907519340515,0.043873585760593414,0.2247907519340515,222.49
2026-04-14,2026-04-14,2026-04-13,AACBU,buy_candidate,6m,0.22178296744823456,0.04968592897057533,0.22178296744823456,10.53
2026-04-14,2026-04-14,2026-04-13,ARBB,buy_candidate,6m,0.2156234234571457,0.03279365971684456,0.2156234234571457,3.72
2026-04-14,2026-04-14,2026-04-13,BSLK,buy_candidate,1m,0.2150333970785141,0.03998848423361778,0.2150333970785141,0.0861
2026-04-14,2026-04-14,2026-04-13,ANNA,buy_candidate,1d,0.21184171736240387,0.04524029418826103,0.21184171736240387,5.12
2026-04-14,2026-04-14,2026-04-13,ANNAW,buy_candidate,6m,0.20938432216644287,0.024066263809800148,0.20938432216644287,0.48
2026-04-14,2026-04-14,2026-04-13,BNZI,buy_candidate,1d,0.20707206428050995,0.05038971081376076,0.20707206428050995,0.6841
2026-04-14,2026-04-14,2026-04-13,ALNY,buy_candidate,1d,0.20457231998443604,0.03802533820271492,0.20457231998443604,333.0
2026-04-14,2026-04-14,2026-04-13,BRBS,buy_candidate,6m,0.20272254943847656,0.04513128101825714,0.20272254943847656,3.485
2026-04-14,2026-04-14,2026-04-13,AMBR,buy_candidate,1d,0.20251302421092987,0.060902420431375504,0.20251302421092987,2.12
2026-04-14,2026-04-14,2026-04-13,BNCWW,buy_candidate,6m,0.20135703682899475,0.03128152713179588,0.20135703682899475,0.0255
2026-04-14,2026-04-14,2026-04-13,BTAI,buy_candidate,6m,0.20064419507980347,0.04085726663470268,0.20064419507980347,1.02
2026-04-14,2026-04-14,,AGNCZ,insufficient_window,,,,,
2026-04-14,2026-04-14,,AGRZ,insufficient_window,,,,,
2026-04-14,2026-04-14,,AHMA,insufficient_window,,,,,
2026-04-14,2026-04-14,,AIIA,insufficient_window,,,,,
2026-04-14,2026-04-14,,ALIS,insufficient_window,,,,,
2026-04-14,2026-04-14,,ALISR,insufficient_window,,,,,
2026-04-14,2026-04-14,,ALISU,insufficient_window,,,,,
2026-04-14,2026-04-14,,AMBQ,insufficient_window,,,,,
2026-04-14,2026-04-14,,APAC,insufficient_window,,,,,
2026-04-14,2026-04-14,,APACR,insufficient_window,,,,,
2026-04-14,2026-04-14,,APACU,insufficient_window,,,,,
2026-04-14,2026-04-14,,APAD,insufficient_window,,,,,
2026-04-14,2026-04-14,,APADR,insufficient_window,,,,,
2026-04-14,2026-04-14,,APADU,insufficient_window,,,,,
2026-04-14,2026-04-14,,APXT,insufficient_window,,,,,
2026-04-14,2026-04-14,,APXTU,insufficient_window,,,,,
2026-04-14,2026-04-14,,APXTW,insufficient_window,,,,,
2026-04-14,2026-04-14,,BPACU,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRBI,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRCB,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRKRP,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRR,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRRWU,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRRWW,insufficient_window,,,,,
2026-04-14,2026-04-14,,BSAA,insufficient_window,,,,,
2026-04-14,2026-04-14,,BRK/A,missing_processed,,,,,
2026-04-14,2026-04-14,,BRK/B,missing_processed,,,,,
2026-04-14,2026-04-14,2026-04-13,ARL,no_buy,6m,0.19990016520023346,0.03152427449822426,0.19990016520023346,13.74
2026-04-14,2026-04-14,2026-04-13,AIFF,no_buy,1d,0.1979382187128067,0.04292343929409981,0.1979382187128067,1.59
2026-04-14,2026-04-14,2026-04-13,AR,no_buy,1m,0.19609516859054565,0.037993092089891434,0.19609516859054565,37.2
2026-04-14,2026-04-14,2026-04-13,AKAM,no_buy,1d,0.1950468122959137,0.05601178854703903,0.1950468122959137,94.94
2026-04-14,2026-04-14,2026-04-13,ALXO,no_buy,1d,0.19309253990650177,0.04966122657060623,0.19309253990650177,1.75
2026-04-14,2026-04-14,2026-04-13,BRW,no_buy,1m,0.19297479093074799,0.035446569323539734,0.19297479093074799,6.685
2026-04-14,2026-04-14,2026-04-13,BOX,no_buy,6m,0.19290554523468018,0.03094613179564476,0.19290554523468018,22.345
2026-04-14,2026-04-14,2026-04-13,AOUT,no_buy,6m,0.19125455617904663,0.026326624676585197,0.19125455617904663,9.24
2026-04-14,2026-04-14,2026-04-13,AON,no_buy,1m,0.1872275322675705,0.0429140105843544,0.1872275322675705,325.445
2026-04-14,2026-04-14,2026-04-13,BNGO,no_buy,1m,0.18319858610630035,0.03205060958862305,0.18319858610630035,1.18
2026-04-14,2026-04-14,2026-04-13,APA,no_buy,6m,0.18288582563400269,0.026691416278481483,0.18288582563400269,39.49
2026-04-14,2026-04-14,2026-02-20,BTA,no_buy,6m,0.18274039030075073,0.02748258039355278,0.18274039030075073,9.72
2026-04-14,2026-04-14,2026-04-13,AGYS,no_buy,1m,0.18235696852207184,0.04320129007101059,0.18235696852207184,65.16
2026-04-14,2026-04-14,2026-04-13,AMTX,no_buy,1d,0.18088163435459137,0.052202388644218445,0.18088163435459137,2.46
2026-04-14,2026-04-14,2026-04-13,AIZ,no_buy,6m,0.18071599304676056,0.029095027595758438,0.18071599304676056,222.36
2026-04-14,2026-04-14,2026-04-13,AGRO,no_buy,6m,0.17992155253887177,0.026985103264451027,0.17992155253887177,14.265
2026-04-14,2026-04-14,2026-04-13,BTBD,no_buy,6m,0.17761117219924927,0.032462459057569504,0.17761117219924927,1.71
2026-04-14,2026-04-14,2026-04-13,AM,no_buy,6m,0.1766975373029709,0.03317786380648613,0.1766975373029709,21.625
2026-04-14,2026-04-14,2026-04-13,BTBDW,no_buy,1d,0.1752362996339798,0.05506124347448349,0.1752362996339798,0.1557
2026-04-14,2026-04-14,2026-04-13,BRBR,no_buy,6m,0.17440177500247955,0.02320748381316662,0.17440177500247955,15.1
2026-04-14,2026-04-14,2026-04-13,AIM,no_buy,6m,0.17432792484760284,0.027508508414030075,0.17432792484760284,0.5392
2026-04-14,2026-04-14,2026-04-13,AMPY,no_buy,6m,0.17335952818393707,0.034051187336444855,0.17335952818393707,5.89
