run_date,date,as_of_close_date,decision,reason,ticker,horizon,adj_prob,pred_prob,pred_std
2026-04-13,2026-04-13,2026-04-10,BUY,Best adjusted probability above threshold 0.2,AMPL,6m,0.2538590133190155,0.2538590133190155,0.03961285948753357
