run_date,date,as_of_close_date,ticker,status,best_horizon,best_pred_prob,best_pred_std,best_adj_prob,close
2026-04-20,2026-04-20,2026-04-17,ALNY,buy_candidate,1d,0.22002579271793365,0.04574280232191086,0.22002579271793365,309.66
2026-04-20,2026-04-20,2026-04-17,BORR,buy_candidate,1m,0.21535366773605347,0.05147036537528038,0.21535366773605347,5.57
2026-04-20,2026-04-20,2026-04-17,ANSC,buy_candidate,6m,0.21334341168403625,0.02413398213684559,0.21334341168403625,11.29
2026-04-20,2026-04-20,2026-04-17,ALLY,buy_candidate,6m,0.20900510251522064,0.037540555000305176,0.20900510251522064,45.36
2026-04-20,2026-04-20,2026-04-17,ALISU,buy_candidate,6m,0.20773309469223022,0.025988897308707237,0.20773309469223022,10.51
2026-04-20,2026-04-20,2026-04-17,BNKK,buy_candidate,6m,0.20560796558856964,0.03964753821492195,0.20560796558856964,2.92
2026-04-20,2026-04-20,2026-04-17,BRIA,buy_candidate,6m,0.2054033875465393,0.04331928864121437,0.2054033875465393,1.7
2026-04-20,2026-04-20,2026-04-17,APLE,buy_candidate,6m,0.2045196294784546,0.030885180458426476,0.2045196294784546,13.0
2026-04-20,2026-04-20,2026-04-17,ANY,buy_candidate,6m,0.20429188013076782,0.021089406684041023,0.20429188013076782,1.51
2026-04-20,2026-04-20,2026-04-17,AROC,buy_candidate,6m,0.20298875868320465,0.028556590899825096,0.20298875868320465,36.3
2026-04-20,2026-04-20,2026-04-17,BMN,buy_candidate,6m,0.20181283354759216,0.025420082733035088,0.20181283354759216,26.26
2026-04-20,2026-04-20,,AGNCZ,insufficient_window,,,,,
2026-04-20,2026-04-20,,AGRZ,insufficient_window,,,,,
2026-04-20,2026-04-20,,AIIA,insufficient_window,,,,,
2026-04-20,2026-04-20,,ALIS,insufficient_window,,,,,
2026-04-20,2026-04-20,,ALISR,insufficient_window,,,,,
2026-04-20,2026-04-20,,AMBQ,insufficient_window,,,,,
2026-04-20,2026-04-20,,APAC,insufficient_window,,,,,
2026-04-20,2026-04-20,,APACR,insufficient_window,,,,,
2026-04-20,2026-04-20,,APACU,insufficient_window,,,,,
2026-04-20,2026-04-20,,APAD,insufficient_window,,,,,
2026-04-20,2026-04-20,,APADR,insufficient_window,,,,,
2026-04-20,2026-04-20,,APADU,insufficient_window,,,,,
2026-04-20,2026-04-20,,APXT,insufficient_window,,,,,
2026-04-20,2026-04-20,,APXTU,insufficient_window,,,,,
2026-04-20,2026-04-20,,APXTW,insufficient_window,,,,,
