run_date,date,as_of_close_date,decision,reason,ticker,horizon,adj_prob,pred_prob,pred_std
2026-04-19,2026-04-19,2026-02-06,BUY,Best adjusted probability above threshold 0.2,BNY,1d,0.25560811161994934,0.25560811161994934,0.0424506776034832
