run_date,date,as_of_close_date,decision,reason,ticker,horizon,adj_prob,pred_prob,pred_std
2026-04-22,2026-04-22,2026-02-06,BUY,Best adjusted probability above threshold 0.2,BNY,1d,0.2556355893611908,0.2556355893611908,0.04003731533885002
