run_date,date,as_of_close_date,ticker,status,best_horizon,best_pred_prob,best_pred_std,best_adj_prob,close
2026-04-22,2026-04-22,2026-02-06,BNY,buy_candidate,1d,0.2556355893611908,0.04003731533885002,0.2556355893611908,10.2
2026-04-22,2026-04-22,2026-04-21,ALNY,buy_candidate,1d,0.2481691986322403,0.057998497039079666,0.2481691986322403,308.43
2026-04-22,2026-04-22,2026-04-21,AMS,buy_candidate,6m,0.23813383281230927,0.035269707441329956,0.23813383281230927,1.345
2026-04-22,2026-04-22,2026-02-18,AMPGW,buy_candidate,6m,0.23532770574092865,0.03137770667672157,0.23532770574092865,0.0771
2026-04-22,2026-04-22,2026-04-21,AIR,buy_candidate,1m,0.2347664088010788,0.03354205563664436,0.2347664088010788,116.48
2026-04-22,2026-04-22,2026-04-21,BSLKW,buy_candidate,1m,0.23146797716617584,0.04367776960134506,0.23146797716617584,0.0064
2026-04-22,2026-04-22,2026-04-21,PPIH,buy_candidate,6m,0.2181558758020401,0.031535252928733826,0.2181558758020401,30.01
2026-04-22,2026-04-22,2026-04-21,ANY,buy_candidate,6m,0.2162497490644455,0.028449704870581627,0.2162497490644455,1.39
2026-04-22,2026-04-22,2026-04-21,BNBX,buy_candidate,6m,0.21606367826461792,0.02878064289689064,0.21606367826461792,0.4959
2026-04-22,2026-04-22,2026-04-21,PRMB,buy_candidate,6m,0.2125173807144165,0.03138644993305206,0.2125173807144165,19.94
2026-04-22,2026-04-22,2026-04-21,BRC,buy_candidate,6m,0.2122645378112793,0.029287191107869148,0.2122645378112793,84.31
2026-04-22,2026-04-22,2026-04-21,AQNB,buy_candidate,1m,0.20964881777763367,0.03556410223245621,0.20964881777763367,25.81
2026-04-22,2026-04-22,2026-04-21,AIM,buy_candidate,1m,0.20889164507389069,0.03162578120827675,0.20889164507389069,0.4801
2026-04-22,2026-04-22,2026-04-21,AGYS,buy_candidate,1m,0.20226158201694489,0.031878698617219925,0.20226158201694489,67.93
2026-04-22,2026-04-22,2026-04-21,BSAC,buy_candidate,1m,0.20199692249298096,0.03284827992320061,0.20199692249298096,34.19
2026-04-22,2026-04-22,,AGNCZ,insufficient_window,,,,,
2026-04-22,2026-04-22,,AGRZ,insufficient_window,,,,,
2026-04-22,2026-04-22,,AHMA,insufficient_window,,,,,
2026-04-22,2026-04-22,,AIIA,insufficient_window,,,,,
2026-04-22,2026-04-22,,ALIS,insufficient_window,,,,,
2026-04-22,2026-04-22,,ALISR,insufficient_window,,,,,
