[v5] device=cuda | visible GPUs=1 | current=cuda:0 (NVIDIA GeForce RTX 5090)
[v5] building frames for 7597 tickers ...
[v5] usable frames: 7094
[v5] eval_mode=time eval_tickers=0 val_tickers=0
[v5] scaler fit on 23948324 train rows
[v5] era-proxy audit (|rho|>0.2): none
[v5] class rates [train] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.57, 0.22]  1m:[0.21, 0.54, 0.24]  6m:[0.22, 0.51, 0.26]
[v5] class rates [val] (down/neutral/up): 1d:[0.21, 0.59, 0.21]  1w:[0.22, 0.56, 0.22]  1m:[0.23, 0.53, 0.23]  6m:[0.23, 0.52, 0.25]
[v5] class rates [oos] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.56, 0.23]  1m:[0.22, 0.53, 0.25]  6m:[0.23, 0.46, 0.31]
[v5] train windows: 23105132 | val windows (subsampled): 1000000 | eval tickers: 4992
[v5] schedule | 90255 steps/epoch | budget 1805100 steps (~20.0 ep) | t_max 1805100 | eval every 10000 steps | patience 10 (~100000 steps no-improve) | workers 8 | members [0, 1)
[v5] val constant-marginal baseline CE = 3.5478 (model must beat this to be learning anything conditional)
[member 0] start | 23105132 train / 1000000 val windows | 90255 steps/epoch | eval every 10000 steps | max 1805100 steps | patience 10
[member 0] step 100/1805100 (ep 0.00) | loss 4.1640 | lr 3.00e-05 | 7.2 it/s | eta 4186m
[member 0] step 200/1805100 (ep 0.00) | loss 3.6654 | lr 6.00e-05 | 9.2 it/s | eta 3284m
[member 0] step 300/1805100 (ep 0.00) | loss 3.5418 | lr 9.00e-05 | 10.1 it/s | eta 2985m
[member 0] step 400/1805100 (ep 0.00) | loss 3.5165 | lr 1.20e-04 | 10.6 it/s | eta 2831m
[member 0] step 500/1805100 (ep 0.01) | loss 3.5077 | lr 1.50e-04 | 11.0 it/s | eta 2735m
[member 0] step 600/1805100 (ep 0.01) | loss 3.5044 | lr 1.80e-04 | 11.2 it/s | eta 2679m
[member 0] step 700/1805100 (ep 0.01) | loss 3.4984 | lr 2.10e-04 | 11.4 it/s | eta 2640m
[member 0] step 800/1805100 (ep 0.01) | loss 3.4923 | lr 2.40e-04 | 11.5 it/s | eta 2608m
[member 0] step 900/1805100 (ep 0.01) | loss 3.4929 | lr 2.70e-04 | 11.6 it/s | eta 2589m
[member 0] step 1000/1805100 (ep 0.01) | loss 3.4862 | lr 3.00e-04 | 11.7 it/s | eta 2570m
[member 0] step 1100/1805100 (ep 0.01) | loss 3.4806 | lr 3.00e-04 | 11.8 it/s | eta 2556m
[member 0] step 1200/1805100 (ep 0.01) | loss 3.4856 | lr 3.00e-04 | 11.8 it/s | eta 2545m
[member 0] step 1300/1805100 (ep 0.01) | loss 3.4741 | lr 3.00e-04 | 11.9 it/s | eta 2536m
[member 0] step 1400/1805100 (ep 0.02) | loss 3.4728 | lr 3.00e-04 | 11.9 it/s | eta 2527m
[member 0] step 1500/1805100 (ep 0.02) | loss 3.4659 | lr 3.00e-04 | 11.9 it/s | eta 2520m
[member 0] step 1600/1805100 (ep 0.02) | loss 3.4653 | lr 3.00e-04 | 12.0 it/s | eta 2515m
[member 0] step 1700/1805100 (ep 0.02) | loss 3.4523 | lr 3.00e-04 | 12.0 it/s | eta 2510m
[member 0] step 1800/1805100 (ep 0.02) | loss 3.4582 | lr 3.00e-04 | 12.0 it/s | eta 2505m
[member 0] step 1900/1805100 (ep 0.02) | loss 3.4521 | lr 3.00e-04 | 12.0 it/s | eta 2500m
[member 0] step 2000/1805100 (ep 0.02) | loss 3.4398 | lr 3.00e-04 | 12.0 it/s | eta 2496m
[member 0] step 2100/1805100 (ep 0.02) | loss 3.4358 | lr 3.00e-04 | 12.1 it/s | eta 2490m
[member 0] step 2200/1805100 (ep 0.02) | loss 3.4335 | lr 3.00e-04 | 12.1 it/s | eta 2487m
[member 0] step 2300/1805100 (ep 0.03) | loss 3.4335 | lr 3.00e-04 | 12.1 it/s | eta 2482m
[member 0] step 2400/1805100 (ep 0.03) | loss 3.4345 | lr 3.00e-04 | 12.1 it/s | eta 2479m
[member 0] step 2500/1805100 (ep 0.03) | loss 3.4260 | lr 3.00e-04 | 12.1 it/s | eta 2476m
[member 0] step 2600/1805100 (ep 0.03) | loss 3.4316 | lr 3.00e-04 | 12.1 it/s | eta 2473m
[member 0] step 2700/1805100 (ep 0.03) | loss 3.4093 | lr 3.00e-04 | 12.2 it/s | eta 2470m
[member 0] step 2800/1805100 (ep 0.03) | loss 3.4184 | lr 3.00e-04 | 12.2 it/s | eta 2468m
[member 0] step 2900/1805100 (ep 0.03) | loss 3.4189 | lr 3.00e-04 | 12.2 it/s | eta 2467m
[member 0] step 3000/1805100 (ep 0.03) | loss 3.4156 | lr 3.00e-04 | 12.2 it/s | eta 2465m
[member 0] step 3100/1805100 (ep 0.03) | loss 3.4096 | lr 3.00e-04 | 12.2 it/s | eta 2463m
[member 0] step 3200/1805100 (ep 0.04) | loss 3.4046 | lr 3.00e-04 | 12.2 it/s | eta 2461m
[member 0] step 3300/1805100 (ep 0.04) | loss 3.4131 | lr 3.00e-04 | 12.2 it/s | eta 2459m
[member 0] step 3400/1805100 (ep 0.04) | loss 3.4039 | lr 3.00e-04 | 12.2 it/s | eta 2457m
[member 0] step 3500/1805100 (ep 0.04) | loss 3.4036 | lr 3.00e-04 | 12.2 it/s | eta 2456m
[member 0] step 3600/1805100 (ep 0.04) | loss 3.4034 | lr 3.00e-04 | 12.2 it/s | eta 2455m
[member 0] step 3700/1805100 (ep 0.04) | loss 3.3979 | lr 3.00e-04 | 12.2 it/s | eta 2453m
[member 0] step 3800/1805100 (ep 0.04) | loss 3.3995 | lr 3.00e-04 | 12.2 it/s | eta 2452m
[member 0] step 3900/1805100 (ep 0.04) | loss 3.3929 | lr 3.00e-04 | 12.3 it/s | eta 2450m
