[v5] device=cuda | visible GPUs=1 | current=cuda:0 (NVIDIA GeForce RTX 5090)
[v5] building frames for 7597 tickers ...
[v5] usable frames: 7094
[v5] eval_mode=time eval_tickers=0 val_tickers=0
[v5] scaler fit on 23948324 train rows
[v5] era-proxy audit (|rho|>0.2): none
[v5] class rates [train] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.57, 0.22]  1m:[0.21, 0.54, 0.24]  6m:[0.22, 0.51, 0.26]
[v5] class rates [val] (down/neutral/up): 1d:[0.21, 0.59, 0.21]  1w:[0.22, 0.56, 0.22]  1m:[0.23, 0.53, 0.23]  6m:[0.23, 0.52, 0.25]
[v5] class rates [oos] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.56, 0.23]  1m:[0.22, 0.53, 0.25]  6m:[0.23, 0.46, 0.31]
[v5] train windows: 23105132 | val windows (subsampled): 1000000 | eval tickers: 4992
[v5] schedule | 90255 steps/epoch | budget 1805100 steps (~20.0 ep) | t_max 1805100 | eval every 10000 steps | patience 10 (~100000 steps no-improve) | workers 8 | members [2, 3)
[v5] val constant-marginal baseline CE = 3.5478 (model must beat this to be learning anything conditional)
[member 2] start | 23105132 train / 1000000 val windows | 90255 steps/epoch | eval every 10000 steps | max 1805100 steps | patience 10
[member 2] step 100/1805100 (ep 0.00) | loss 4.1581 | lr 3.00e-05 | 7.4 it/s | eta 4088m
[member 2] step 200/1805100 (ep 0.00) | loss 3.6605 | lr 6.00e-05 | 9.2 it/s | eta 3255m
[member 2] step 300/1805100 (ep 0.00) | loss 3.5355 | lr 9.00e-05 | 10.1 it/s | eta 2983m
[member 2] step 400/1805100 (ep 0.00) | loss 3.5077 | lr 1.20e-04 | 10.5 it/s | eta 2852m
[member 2] step 500/1805100 (ep 0.01) | loss 3.5065 | lr 1.50e-04 | 10.9 it/s | eta 2769m
[member 2] step 600/1805100 (ep 0.01) | loss 3.4985 | lr 1.80e-04 | 11.1 it/s | eta 2716m
[member 2] step 700/1805100 (ep 0.01) | loss 3.4962 | lr 2.10e-04 | 11.2 it/s | eta 2678m
[member 2] step 800/1805100 (ep 0.01) | loss 3.4951 | lr 2.40e-04 | 11.4 it/s | eta 2649m
[member 2] step 900/1805100 (ep 0.01) | loss 3.4875 | lr 2.70e-04 | 11.4 it/s | eta 2626m
[member 2] step 1000/1805100 (ep 0.01) | loss 3.4886 | lr 3.00e-04 | 11.5 it/s | eta 2606m
[member 2] step 1100/1805100 (ep 0.01) | loss 3.4821 | lr 3.00e-04 | 11.6 it/s | eta 2590m
[member 2] step 1200/1805100 (ep 0.01) | loss 3.4757 | lr 3.00e-04 | 11.7 it/s | eta 2575m
[member 2] step 1300/1805100 (ep 0.01) | loss 3.4777 | lr 3.00e-04 | 11.7 it/s | eta 2563m
