[v5] device=cuda | visible GPUs=1 | current=cuda:0 (NVIDIA GeForce RTX 5090)
[v5] building frames for 7597 tickers ...
[v5] usable frames: 7094
[v5] eval_mode=time eval_tickers=0 val_tickers=0
[v5] scaler fit on 23948324 train rows
[v5] era-proxy audit (|rho|>0.2): none
[v5] class rates [train] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.57, 0.22]  1m:[0.21, 0.54, 0.24]  6m:[0.22, 0.51, 0.26]
[v5] class rates [val] (down/neutral/up): 1d:[0.21, 0.59, 0.21]  1w:[0.22, 0.56, 0.22]  1m:[0.23, 0.53, 0.23]  6m:[0.23, 0.52, 0.25]
[v5] class rates [oos] (down/neutral/up): 1d:[0.21, 0.58, 0.21]  1w:[0.21, 0.56, 0.23]  1m:[0.22, 0.53, 0.25]  6m:[0.23, 0.46, 0.31]
[v5] train windows: 23105132 | val windows (subsampled): 1000000 | eval tickers: 4992
[v5] schedule | 90255 steps/epoch | budget 1805100 steps (~20.0 ep) | t_max 1805100 | eval every 10000 steps | patience 10 (~100000 steps no-improve) | workers 8 | members [3, 4)
[v5] val constant-marginal baseline CE = 3.5478 (model must beat this to be learning anything conditional)
[member 3] start | 23105132 train / 1000000 val windows | 90255 steps/epoch | eval every 10000 steps | max 1805100 steps | patience 10
[member 3] step 100/1805100 (ep 0.00) | loss 4.1708 | lr 3.00e-05 | 7.2 it/s | eta 4201m
[member 3] step 200/1805100 (ep 0.00) | loss 3.6707 | lr 6.00e-05 | 9.1 it/s | eta 3310m
[member 3] step 300/1805100 (ep 0.00) | loss 3.5405 | lr 9.00e-05 | 10.0 it/s | eta 3012m
[member 3] step 400/1805100 (ep 0.00) | loss 3.5139 | lr 1.20e-04 | 10.5 it/s | eta 2861m
[member 3] step 500/1805100 (ep 0.01) | loss 3.4991 | lr 1.50e-04 | 10.8 it/s | eta 2772m
[member 3] step 600/1805100 (ep 0.01) | loss 3.4996 | lr 1.80e-04 | 11.1 it/s | eta 2709m
[member 3] step 700/1805100 (ep 0.01) | loss 3.5008 | lr 2.10e-04 | 11.3 it/s | eta 2670m
[member 3] step 800/1805100 (ep 0.01) | loss 3.5016 | lr 2.40e-04 | 11.4 it/s | eta 2637m
[member 3] step 900/1805100 (ep 0.01) | loss 3.4935 | lr 2.70e-04 | 11.5 it/s | eta 2609m
[member 3] step 1000/1805100 (ep 0.01) | loss 3.4862 | lr 3.00e-04 | 11.6 it/s | eta 2591m
[member 3] step 1100/1805100 (ep 0.01) | loss 3.4901 | lr 3.00e-04 | 11.7 it/s | eta 2577m
[member 3] step 1200/1805100 (ep 0.01) | loss 3.4810 | lr 3.00e-04 | 11.7 it/s | eta 2564m
[member 3] step 1300/1805100 (ep 0.01) | loss 3.4718 | lr 3.00e-04 | 11.8 it/s | eta 2553m
[member 3] step 1400/1805100 (ep 0.02) | loss 3.4710 | lr 3.00e-04 | 11.8 it/s | eta 2544m
[member 3] step 1500/1805100 (ep 0.02) | loss 3.4665 | lr 3.00e-04 | 11.9 it/s | eta 2535m
[member 3] step 1600/1805100 (ep 0.02) | loss 3.4560 | lr 3.00e-04 | 11.9 it/s | eta 2526m
[member 3] step 1700/1805100 (ep 0.02) | loss 3.4613 | lr 3.00e-04 | 11.9 it/s | eta 2519m
[member 3] step 1800/1805100 (ep 0.02) | loss 3.4511 | lr 3.00e-04 | 12.0 it/s | eta 2513m
[member 3] step 1900/1805100 (ep 0.02) | loss 3.4460 | lr 3.00e-04 | 12.0 it/s | eta 2509m
[member 3] step 2000/1805100 (ep 0.02) | loss 3.4451 | lr 3.00e-04 | 12.0 it/s | eta 2503m
[member 3] step 2100/1805100 (ep 0.02) | loss 3.4412 | lr 3.00e-04 | 12.0 it/s | eta 2499m
[member 3] step 2200/1805100 (ep 0.02) | loss 3.4354 | lr 3.00e-04 | 12.0 it/s | eta 2495m
[member 3] step 2300/1805100 (ep 0.03) | loss 3.4337 | lr 3.00e-04 | 12.1 it/s | eta 2490m
[member 3] step 2400/1805100 (ep 0.03) | loss 3.4272 | lr 3.00e-04 | 12.1 it/s | eta 2486m
[member 3] step 2500/1805100 (ep 0.03) | loss 3.4263 | lr 3.00e-04 | 12.1 it/s | eta 2484m
[member 3] step 2600/1805100 (ep 0.03) | loss 3.4283 | lr 3.00e-04 | 12.1 it/s | eta 2482m
[member 3] step 2700/1805100 (ep 0.03) | loss 3.4270 | lr 3.00e-04 | 12.1 it/s | eta 2480m
[member 3] step 2800/1805100 (ep 0.03) | loss 3.4142 | lr 3.00e-04 | 12.1 it/s | eta 2478m
[member 3] step 2900/1805100 (ep 0.03) | loss 3.4164 | lr 3.00e-04 | 12.1 it/s | eta 2476m
[member 3] step 3000/1805100 (ep 0.03) | loss 3.4199 | lr 3.00e-04 | 12.1 it/s | eta 2475m
[member 3] step 3100/1805100 (ep 0.03) | loss 3.4173 | lr 3.00e-04 | 12.1 it/s | eta 2473m
[member 3] step 3200/1805100 (ep 0.04) | loss 3.4132 | lr 3.00e-04 | 12.2 it/s | eta 2472m
[member 3] step 3300/1805100 (ep 0.04) | loss 3.4121 | lr 3.00e-04 | 12.2 it/s | eta 2470m
[member 3] step 3400/1805100 (ep 0.04) | loss 3.4059 | lr 3.00e-04 | 12.2 it/s | eta 2468m
[member 3] step 3500/1805100 (ep 0.04) | loss 3.4071 | lr 3.00e-04 | 12.2 it/s | eta 2467m
[member 3] step 3600/1805100 (ep 0.04) | loss 3.4008 | lr 3.00e-04 | 12.2 it/s | eta 2466m
[member 3] step 3700/1805100 (ep 0.04) | loss 3.3916 | lr 3.00e-04 | 12.2 it/s | eta 2464m
[member 3] step 3800/1805100 (ep 0.04) | loss 3.3968 | lr 3.00e-04 | 12.2 it/s | eta 2462m
[member 3] step 3900/1805100 (ep 0.04) | loss 3.3984 | lr 3.00e-04 | 12.2 it/s | eta 2461m
[member 3] step 4000/1805100 (ep 0.04) | loss 3.3950 | lr 3.00e-04 | 12.2 it/s | eta 2459m
[member 3] step 4100/1805100 (ep 0.05) | loss 3.3893 | lr 3.00e-04 | 12.2 it/s | eta 2458m
[member 3] step 4200/1805100 (ep 0.05) | loss 3.3941 | lr 3.00e-04 | 12.2 it/s | eta 2456m
[member 3] step 4300/1805100 (ep 0.05) | loss 3.3899 | lr 3.00e-04 | 12.2 it/s | eta 2455m
[member 3] step 4400/1805100 (ep 0.05) | loss 3.3842 | lr 3.00e-04 | 12.2 it/s | eta 2454m
[member 3] step 4500/1805100 (ep 0.05) | loss 3.3850 | lr 3.00e-04 | 12.2 it/s | eta 2453m
[member 3] step 4600/1805100 (ep 0.05) | loss 3.3805 | lr 3.00e-04 | 12.2 it/s | eta 2452m
[member 3] step 4700/1805100 (ep 0.05) | loss 3.3875 | lr 3.00e-04 | 12.2 it/s | eta 2451m
[member 3] step 4800/1805100 (ep 0.05) | loss 3.3846 | lr 3.00e-04 | 12.2 it/s | eta 2451m
[member 3] step 4900/1805100 (ep 0.05) | loss 3.3803 | lr 3.00e-04 | 12.2 it/s | eta 2450m
[member 3] step 5000/1805100 (ep 0.06) | loss 3.3775 | lr 3.00e-04 | 12.2 it/s | eta 2449m
[member 3] step 5100/1805100 (ep 0.06) | loss 3.3738 | lr 3.00e-04 | 12.3 it/s | eta 2448m
[member 3] step 5200/1805100 (ep 0.06) | loss 3.3711 | lr 3.00e-04 | 12.3 it/s | eta 2448m
[member 3] step 5300/1805100 (ep 0.06) | loss 3.3726 | lr 3.00e-04 | 12.3 it/s | eta 2447m
[member 3] step 5400/1805100 (ep 0.06) | loss 3.3771 | lr 3.00e-04 | 12.3 it/s | eta 2446m
[member 3] step 5500/1805100 (ep 0.06) | loss 3.3736 | lr 3.00e-04 | 12.3 it/s | eta 2446m
[member 3] step 5600/1805100 (ep 0.06) | loss 3.3698 | lr 3.00e-04 | 12.3 it/s | eta 2445m
[member 3] step 5700/1805100 (ep 0.06) | loss 3.3677 | lr 3.00e-04 | 12.3 it/s | eta 2444m
[member 3] step 5800/1805100 (ep 0.06) | loss 3.3665 | lr 3.00e-04 | 12.3 it/s | eta 2443m
[member 3] step 5900/1805100 (ep 0.07) | loss 3.3696 | lr 3.00e-04 | 12.3 it/s | eta 2442m
