date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,fear_greed,fear_greed_correlation,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2018-09-05,9.55,9.88,0.06791120561621036,0.0010095912013522745,-0.006507615156738189,-0.3683457837502531,-0.03397135726713758,8.7113,8.73415,9.183633333333335,2,5,9,9.02676498928548,9.147858893152325,63.40206185567012,-0.10670013583806082,-0.32849146463413936,10.194424274886345,7.273875725113655,0.04395679787069849,0.04354872726679345,0.04701757936113689,-653761.0,1.1173928268557627,0.0,0.0,-1,0.0,0,62.0,0.05051570508745233,0.002024291497975665,-0.5286687910508796,0.8214128675066934,0.6913146135678784,0.1575757575757577,-0.06188605108055001,-0.24076300142056956,0.07539267015706812,0.0
2018-09-06,9.1,9.55,-0.04229614451870779,-0.030740125359695558,-0.00984152284479132,-0.29755514863183924,-0.04826674096983463,8.8363,8.70415,9.150633333333333,3,6,9,9.04008044577903,9.14477122262637,61.34663341645886,-0.0895317861013929,-0.28069952892759004,10.10429168831891,7.30400831168109,0.04801377679817856,0.04354705495227098,0.04335711022257876,-670038.0,0.565442773831382,0.0,0.0,-1,0.0,0,53.0,0.04758330468136311,-0.006282722513089057,-0.7370212282148557,0.8002501257236018,0.6912880663978364,0.015624999999999778,-0.061855670103092786,0.6029272799056252,0.056043956043956025,0.0
2018-09-07,9.31,9.1,-0.03539243393579762,-0.012565610360364507,-0.0022002209096024235,-0.3278591929304337,0.022814677766171482,8.996300000000002,8.66965,9.1183,4,7,9,9.08915672836466,9.15543114374725,64.02877697841726,-0.05830835783361721,-0.23622129470879547,9.965465658592203,7.373834341407799,0.0465400444323251,0.04326629501898763,0.04343610704268932,-658311.0,0.9883350239735302,0.0,0.0,-1,0.0,0,52.0,0.04871426380705827,0.006593406593406648,-0.863028937369135,0.770211768469374,0.6868311406283634,0.0021528525296019563,-0.06899999999999995,0.8571749963988102,0.044038668098818484,0.0
2018-09-10,9.16,9.31,0.00977737283829492,-0.0031662295580495493,-0.007739120992955384,0.23205740124378094,-0.016242912602936876,9.115,8.66515,9.106966666666667,0,10,9,9.10203732320745,9.155725908666785,63.2701421800948,-0.04514688716417936,-0.19800641319987228,9.953080902854042,7.377219097145959,0.04754632613006679,0.03996391246051882,0.04126575211510623,-673101.0,0.7684418456043212,0.0,0.0,-1,0.0,0,56.0,0.04517102120594642,-0.006444683136412513,-0.7107536329052866,0.7773320360493543,0.6344074427261293,-0.004347826086956386,-0.009729729729729741,0.9509257103772776,0.04912663755458527,0.0
2018-09-11,8.8,9.16,-0.014153747438093884,-0.03660257897754708,-0.023583350136085694,-0.34476889835188057,-0.04009445720187809,9.15,8.64515,9.083966666666667,1,11,9,9.04712144626064,9.132775850043123,59.59821428571429,-0.06303864789708058,-0.17101286013931394,9.910332204477452,7.379967795522546,0.047488987373357064,0.040923888872390596,0.04187315145734166,-683578.0,0.24478687647042552,0.0,0.0,-1,0.0,0,59.0,0.040158473757770645,-0.004366812227074336,-0.8246370343997194,0.4437285130445832,0.6496465958279342,-0.10931174089068829,-0.04347826086956508,1.4240659979495665,0.03636363636363619,0.0
2018-09-12,8.66,8.8,-0.022173857494321967,-0.01769957709940075,-0.02066663680855922,-0.1616714932222476,-0.016036998909817076,9.190999999999999,8.64815,9.037633333333334,2,12,9,8.976735728758705,9.102274182298405,58.94039735099338,-0.08750611117331708,-0.15431151034611457,9.913165959957611,7.383134040042386,0.04702859355420535,0.03827912384903634,0.04033524968447592,-692491.0,0.01873494149496401,0.0,0.0,-1,0.0,0,59.0,0.04089191938793185,0.013636363636363547,-0.8107427078712167,0.4341059577683515,0.6076622526599504,-0.09319371727748693,0.006976744186046657,0.9087781370008928,0.0392609699769055,0.0
2018-09-13,8.15,8.66,-0.02842715579946755,-0.0329014361943887,-0.09740053011838189,1.156481022742796,-0.06069679532157245,9.11,8.63015,8.968466666666666,3,13,9,8.826420141711667,9.040837138279153,54.489795918367356,-0.1463623161769405,-0.15272167151227975,9.913554071415714,7.346745928584287,0.04157649781765351,0.04051088344565365,0.041321240829203625,-720823.0,-0.7482444706137643,0.0,0.0,-1,0.0,0,72.0,0.03647507701626636,0.0011547344110854256,-0.044297478029360515,0.4868568942000593,0.6430903379323378,-0.10439560439560436,-0.04230317273795525,0.4357890424016335,0.10429447852760731,0.0
2018-09-14,8.25,8.15,-0.07419669936197842,-0.022984153576123306,0.02400620652304817,1.064372327101787,0.012195273093818206,9.006,8.63315,8.884633333333333,4,14,9,8.721616479582273,8.989815387422436,52.923791429174585,-0.18282957290425728,-0.15874325179067528,9.912496095307702,7.3538039046923,0.03925104887190574,0.039691389500612184,0.039947555730213496,-638688.0,-0.5989778706564115,0.0,0.0,-1,0.0,0,73.0,0.04042576216987519,-0.012269938650306704,1.719183336797312,0.42698401251396345,0.6300812748553201,-0.1138560687432868,0.0073260073260073,-0.01920264633030162,0.05612121212121224,0.0
2018-09-17,8.09,8.25,0.029377877716731313,-0.011036722722335345,0.007462721201589594,-1.2664990524912114,-0.019584469276189308,8.895,8.63065,8.8171,0,17,9,8.606777119658224,8.931762781782279,45.92760180995476,-0.2220807903070927,-0.1714107594939588,9.91424204455396,7.347057955446038,0.03933172600771408,0.039928872520644365,0.038784810662444304,-661835.0,-0.8424016061705512,0.0,0.0,-1,0.0,0,67.0,0.02279382232614917,0.004848484848484745,-0.33435484671899107,0.42398833043223355,0.6338512009249544,-0.11681222707423589,-0.006142506142506221,0.09578089572481355,0.0383189122373301,0.0
2018-09-18,8.06,8.09,-0.020719814973616985,-0.011521970960653983,-0.008711940602021568,-1.1196555867772489,-0.0037151745518633197,8.713000000000001,8.63165,8.748099999999999,1,18,9,8.507363097902182,8.875520021667294,47.76470588235295,-0.25269549579014594,-0.18766770675319622,9.913334298922859,7.349965701077143,0.025808199988705774,0.039830999705713306,0.03875934800562093,-669390.0,-0.8920293405800811,0.0,0.0,-1,0.0,0,73.0,0.023042353856001202,0.003708281829418957,-0.8444304043430522,0.4196348923350687,0.6322975181544258,-0.0840909090909091,0.0024875621890549926,-1.0159860419368145,0.03523573200992564,0.0
2018-09-19,7.59,8.06,-0.00865806274311443,-0.013857034661426354,-0.05260995027229739,1.1303127285934769,-0.06008196511099842,8.517,8.61415,8.661766666666667,2,19,9,8.340569807374512,8.792583246075857,32.917705735660846,-0.31129453289749165,-0.21239307198205531,9.944240978289242,7.2840590217107595,0.028339821091648548,0.04190428631858636,0.03980124475498391,-692785.0,-1.5399698467502714,0.0,0.0,-1,0.0,0,71.0,0.017013031797526112,-0.0012406947890818594,-0.3118090257185936,0.5101088084886356,0.6652099227997551,-0.12355658198614317,-0.044080604534005086,-0.08504838401151518,0.07641633728590251,0.0
2018-09-20,7.51,7.59,-0.05489572173191715,-0.023530497410194046,-0.010596125631495158,0.5718931782867728,-0.010596125631495158,8.358,8.597150000000001,8.588766666666666,3,20,9,8.1895571151246,8.709835939877415,26.329787234042584,-0.3600397097434467,-0.24192239953433362,9.976155480695995,7.218144519304007,0.027120469679860287,0.04189477327609479,0.03914630690213015,-734232.0,-1.5767159960108474,0.0,0.0,-1,0.0,0,74.0,0.011249546196056864,0.003952569169960507,0.27230955428294346,0.4186436946556474,0.6650589079318894,-0.07852760736196329,-0.043312101910828016,-1.1746343353949151,0.06258322237017319,0.0
2018-09-21,7.54,7.51,-0.010554187678690256,-0.027827219589715617,-0.005340466631317474,-0.17937755096712388,0.003986716243821383,8.181000000000001,8.58865,8.506766666666667,4,21,9,8.071455821465582,8.634362653433712,27.567567567567593,-0.3917341963350829,-0.2718847588944835,9.992550772472002,7.1847492275279965,0.02438962166821558,0.041727815361982175,0.03853254768406123,-699591.0,-1.4939090006390208,0.0,0.0,-1,0.0,0,75.0,0.015734296725876402,0.0039946737683089545,0.026701296769967322,0.3863974690169935,0.662408533210953,-0.08606060606060606,-0.022049286640726362,-1.5729488310792135,0.03859416445623347,0.0
2018-09-24,7.6,7.54,-0.0013271402080624634,-0.007890863012363582,-0.0026809667532577126,0.5642444829484793,0.007926065272420723,8.025,8.569999999999999,8.451766666666666,0,24,9,7.985736581199112,8.567629579018634,12.987012987012989,-0.40731552689736183,-0.2989709124950592,10.017567833152928,7.122432166847069,0.026014263649347582,0.0409961043582391,0.03653193260696737,-638688.0,-1.3401789923547196,0.0,0.0,-1,0.0,0,70.0,0.023824305460192673,-0.0013262599469495739,0.8974765758347808,0.42520316789143564,0.6507929811261113,-0.060568603213844274,-0.046782892261382214,-1.8575334206496528,0.03289473684210526,0.0
2018-09-25,7.71,7.6,0.015810606026642245,0.010336009330662073,0.021249139482126377,-0.8184953342511229,0.014369940282952826,7.9159999999999995,8.533,8.402099999999999,1,25,9,7.935602657344727,8.512298638436787,17.83216783216784,-0.40610642090601523,-0.32039801417725045,10.030451870766896,7.035548129233102,0.02671252151405021,0.03860369148199775,0.0367208216190631,-611824.0,-1.0992006034604804,0.0,0.0,-1,0.0,0,64.0,0.009924596176808076,0.006578947368421147,-0.13066804540150553,0.4655468533339687,0.6128146041025712,-0.043424317617866026,-0.08757396449704136,-1.7382915322073889,0.02204928664072632,0.0
