date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,fear_greed,fear_greed_correlation,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2022-04-07,1.14,1.26,0.07020425867324835,-0.07350246199292662,0.01851904776723753,-1.4697877531762773,-0.10008345855698265,1.03971,0.9546149999999999,0.93697,3,7,4,1.058569293691067,0.9899117972653105,70.17797017797017,0.05081968898867972,0.019886091052268056,1.2140992761689944,0.6951307238310053,0.07232716177063526,0.09061350177313691,0.0867740278214186,2663136.0,1.4288727065624904,0,0,-1,0.0,0,46.82857142857142,0.11489316537527325,-0.06349206349206354,-0.16796160790501244,1.6283310425427961,1.4384447466985837,0.15478119935170165,0.41967621419676204,0.6230685556540627,0.07894736842105252,0.0
2022-04-08,1.13,1.14,-0.05218575317057007,-0.00851068966790862,-0.06637506894487269,1.1785361847964189,-0.00881062968215492,1.05471,0.976615,0.9472999999999999,4,8,4,1.0715566948381454,0.9989497458288389,70.5512572533849,0.05402030053540763,0.02671293294889597,1.2154217818396937,0.7378082181603063,0.07227420116017837,0.08264207691100137,0.08662818286772647,2618951.0,1.2845950087210183,0,0,-1,0.0,0,46.0,0.1146969619658652,-0.01754385964912263,0.8948494784077645,1.6439794414918072,1.3119023000182957,0.14141414141414121,0.6376811594202898,0.7003206033518624,0.13274336283185834,0.0
2022-04-11,1.19,1.13,0.10178269430994218,0.058107630807280757,0.10241500542806935,-0.7345728803394521,0.05173567439918889,1.07821,0.998175,0.9557533333333333,0,11,4,1.0930918412312098,1.0112755686785913,72.06422018348621,0.06069861100038909,0.0335100685591946,1.2319897433557725,0.7643602566442277,0.07146044241951569,0.08115681005073104,0.08358327066064977,2640147.0,1.6408289507058085,0,0,-1,0.0,0,43.0,0.10401827005375093,0.09734513274336293,0.11296189993009227,1.6460306423070872,1.2883244195612495,0.14423076923076916,0.5682656826568264,0.6739788074591868,0.09243697478991605,0.0
2022-04-12,1.18,1.19,0.0,0.01600034134644112,0.03050345429341484,-0.053291694344727504,-0.008438868645864595,1.09721,1.018675,0.9614233333333334,1,12,4,1.1088933246437171,1.0221610158606176,65.91793420587193,0.06444146266383188,0.03969634738012206,1.2398064624475897,0.7975435375524103,0.07202174108983504,0.08148509370201452,0.08267396107892126,2620051.0,1.4590868093972427,0,0,-1,0.0,0,42.0,0.11252532469480248,0.042016806722689114,0.0390421610745546,1.6704115618896738,1.2935357609659557,0.1132075471698113,0.5324675324675323,0.8859081327955934,0.08050847457627117,0.0
2022-04-13,1.16,1.18,-0.050614407735542856,-0.06661474908198399,-0.012959144642505341,-0.44375870339735984,-0.017094433359300183,1.11372,1.02868,0.9676233333333334,2,13,4,1.1181854474357684,1.0310538535470295,64.77233229058045,0.06504407906494691,0.04476589371708703,1.2566167834798874,0.8007432165201126,0.07285541593150066,0.06285354324561686,0.08240256334561485,2607157.0,1.1522493034704706,0,0,-1,0.0,0,41.8,0.11615088012671972,-0.001016949152542261,-0.056556051992633555,0.8385431326462626,0.9977690666828745,-0.07936507936507942,0.2084592145015105,-0.5422222480435068,0.02482758620689669,0.0
2022-04-14,1.165,1.16,0.03115204512341409,0.05864657943280707,0.012959144642505336,-1.22862663994207,0.004301081899390702,1.1315,1.0438399999999999,0.9737899999999999,3,14,4,1.1266971842656286,1.039695540414963,66.21669004207573,0.06517383175453917,0.04884748132457746,1.265282537633769,0.8223974623662307,0.07248617223267466,0.05696567384134644,0.08240544532534247,2610931.0,1.094279367412051,0,0,-1,0.0,0,39.85714285714285,0.11651709179920892,0.04836206896551728,-0.6457799003824685,0.4464888580612161,0.9043020375085212,0.021929824561403688,0.3518217683917382,1.8526394120724412,0.0729613733905579,0.0
2022-04-18,1.2061,1.165,-0.05588707462965819,0.007968169649176881,-0.030503454293414854,-0.18902121496891897,0.034670926589396224,1.15311,1.05973,0.9837133333333334,0,18,4,1.141134059853696,1.0504313120010944,71.40664961636827,0.06781140059391144,0.052640265178444265,1.2797828941198577,0.8396771058801423,0.07241183006266691,0.057033665565812096,0.08105129277262528,2614055.0,1.3303165185391792,0,0,-1,0.0,0,37.6,0.11559286856232662,-0.012875536480686801,-0.6847849950339713,0.471824561455186,0.9053813726734006,0.06734513274336296,0.3577620173364855,0.5276937775593369,0.10778542409418798,0.0
2022-04-19,1.16,1.2061,-0.04445176257083369,-0.048790164169432056,-0.026907452919924156,1.003654159562721,-0.03897200848878696,1.1651099999999999,1.07398,0.9940466666666665,1,19,4,1.1445642307893875,1.0575002596139271,64.2235609103079,0.06542759953536947,0.05519773204982931,1.2801369213257834,0.8678230786742166,0.0739737650827226,0.0579465094052786,0.08033584747988952,2605532.0,0.8345099397760724,0,0,-1,0.0,0,39.0,0.11582823355032948,-0.08796948843379476,-0.31871751779318386,0.43234092380151207,0.919872319383795,-0.025210084033613467,0.3257142857142856,0.5349424791577584,0.08620689655172403,0.0
2022-04-20,1.15,1.16,0.07864312731911313,-0.00836824967051658,0.026907452919924187,1.2796032253534013,-0.008658062743114541,1.17411,1.08641,1.0047133333333333,2,20,4,1.1455525524640442,1.0634679848001254,62.86709805873568,0.06201661466573838,0.05656150857301113,1.2782340959563543,0.894585904043646,0.0742495035965321,0.05808596450951677,0.08014536186493719,2574890.0,0.6630032549661384,0,0,-1,0.0,0,43.31428571428571,0.11549645123055752,0.025862068965517265,1.0876661889198063,0.43245786623431615,0.9220861005330317,-0.025423728813559365,0.275793210561349,0.5423007591668996,0.052173913043478314,0.0
2022-04-21,1.23,1.15,0.05715841383994862,0.05715841383994862,0.06840272688440062,-2.265176004126555,0.06725222700916747,1.17111,1.0979100000000002,1.0155466666666666,3,21,4,1.1609066338342178,1.0742119857807624,67.98518518518517,0.0650192149568738,0.05825304984978367,1.2954153353043483,0.900404664695652,0.04707294494560617,0.05524919115826761,0.07954897347911018,2578071.0,1.337584119400665,0,0,-1,0.0,0,38.94285714285714,0.11547471764042468,0.09565217391304356,-0.6942696896691736,0.6574627352731315,0.8770537196534683,0.06034482758620685,0.22999999999999998,0.3399288927505763,0.040650406504065074,0.0
